Achillea millefolium,Andropogon gerardi,Bouteloua gracilis,Koeleria cristata,Liatris aspera,Lupinus perennis,Petalostemum villosum,Poa pratensis,Schizachyrium scoparium,Sporobolus cryptandrus,Amorpha canescens,Lespedeza capitata,Panicum virgatum,Polygonum tenue,Erigeron canadensis,Monarda fistulosa,Polygonum convolvulus,Silene antirrhina,Sorghastrum nutans,Chenopodium leptophyllum,Crepis tectorum,Elymus canadensis,Taraxicum officinalis,Solidago nemoralis,Asclepias tuberosa,Aristida basiramea,Hedeoma hispida,Leptoloma cognatum,Physalis virginiana,Agropyron repens,Lepidium densiflorum,Ambrosia artemisiifolia elatior,Bouteloua curtipendula,Agrostis scabra,Euphorbia glyptosperma,Rumex acetosella,Panicum oligosanthes,Eragrostis spectabilis,Linaria vulgaris,Mollugo verticillata,Cyperus filiculmis,Cyperus schweinitzii
0,32.87,0.45,5.12,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,102.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.15,0,0,0,0,0,0
3.2,72.38,0,0,52.1,16.15,21.5,14.27,0.3,0,0,6.42,4.37,0,0,0.58,0,0,17.22,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0
2.1,5.97,0.9,7.92,0,0,154.45,16.02,4.82,1.47,0,0.29,0,0,0,0,0,0,0,0,2.07,0,0,52.23,0,1.1,0,0,0,0.38,0,0,6.07,0.5,0,0,0.34,0,1.18,0,0,0
0,0,2.55,0,0,71.57,0,18.67,0,0,0,0.2,1.47,0,0,0,0.37,0,0,0,4.9,0,0.1,0,0.2,1.3,0,0,0,35.07,0,0,0.85,0,0,0,0,0,8.53,0,0,0
0.47,11.13,0,0.52,0,1.17,74.88,10.85,72.95,0,16.62,18.97,0.65,0,0,90.97,0,0,42.9,0,0,3.87,0.02,0,1.55,0,0,0,0.23,0,0,0,0,0,0,0,9.07,0,0,0,0,0
0,70.72,0,0,0,38.83,0,25.1,3.53,0,0,0,0,0,0,0,0,0,139.88,0,0,0,0.2,0.27,0,0,0,0,0,0.4,0,0,0,0,0,0,0.72,0,0,0,0,0
0.62,0,0,0.93,93.77,0,0,1.57,0.19,0.21,0,0,21.75,0,0,0,0,0,41.08,0,0.01,0,0,1.12,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0
0,26.8,0.67,23.53,4.05,0,33.49,15.23,84.63,0,0,0,20.53,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.25,0.05,0.27,2.68,6.35,0,0.03,0,35.65,0,0,0,33.48,0,0,6.13,0,0,3,0,0,0,0,254.93,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
0,0,0,0,0,0,53.42,0,0,1.02,0,0.02,0,0,3.02,0,0,0,0,0,1.38,0,0.1,0,0,29.3,0.17,0,0,7.22,0,0,0,0.6,0.08,0.02,0,0,0,0.65,0,0
0.16,23.3,0,0,23.88,46.28,19.4,18.17,57.73,0,8.93,14.72,7.4,0,0,0,0,0,90.32,0,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4.6,2.15,131.2,0,33.58,14.55,0.28,1.52,0,33.65,0,0,0.2,0,0,0,0,0,3.43,0,0,0,0.13,2.65,0,0.48,0,7.15,0,0,0,3.65,0,2.2,0,0,0,0,0,0
0,193.78,0,0,0,28.88,0,40.18,1.43,0,0,0,0,0,0,0,0,0,5.85,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26,0.98,0.75,6.73,0,0,0,0,6.85,0,0,0,43.1,0,0,0,0,0,43.68,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0.8,0,0,0,0.25,0,0,0,0
0,5.35,1.07,0,0,34.27,0,23.75,167.38,0,0,0,0,0,0,0,0,0,12.53,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0
0,4.38,0.45,1.9,0,0,136.48,6.2,0.12,0,0,31.2,0,0,0.8,0,0,0,95.13,0,0.6,0,0.02,0,0,0,0,0,0.63,3.4,0,0,0,0.08,0,0,0.87,0,0,0,0,0
6.18,0,15.78,0,0.33,0,130.62,0.45,0,0,0,0,0,0,0.83,0,0,0,0,0,4.37,0,0,0,0,3.57,0,0.55,0,1.32,0,0,0,1.25,0.01,0,0,0,0.43,0,0,0
0,153.47,0,0,0,52.47,0,45.28,0.22,0,0,1.05,0,0,0,0,0,0,38.32,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.48,0,0,0
2.62,0,0,8.02,0,34.25,0,40.78,88.77,0,0,29.23,49.15,0,0,0.88,0,0,0,0,0,0,1.05,0,4.45,0,0,0,0,11.03,0,0,5.77,0.03,0,0.07,4.57,0,1.77,0,0,0
2.62,0,0.98,10.23,0,36.48,0,37.93,80.38,0.4,0,56.37,0,0,0,0,0,0,26.1,0,0,0,0.28,0,0,0,0,0,1.03,0,0,0,0,0.53,0,2.3,2.9,0,11.35,0,0,0
1.63,0,0,0.06,0.15,0.83,204.97,3.43,0,0,0,15.07,0,0,0,20.37,0,0,0,0,7.4,0,0.09,1.48,4.13,4.97,0,6.2,0.48,30.43,0,0,0,2.02,0,0,0,0,0.5,0,0,0
0,39.85,1.77,23.55,0,0,64.34,9.28,80.35,0,0,16.4,0,0,0.15,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0
5.9,45.22,0.09,5.03,0,14,0,18.53,18.2,0,18.1,23.62,0,0,0,0,0,0,27.78,0,0,0,0,59.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.07,14.48,157.07,0,0,0.95,0.05,0.09,0,0,0,0,0.45,0,0,0,0.92,0,0.03,0,0,0,0,0.78,0,0,0,0,0,0,0,1.1,0,0.07,0,0,0,0,0,0
1.5,1.22,0,1.87,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,103.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.07,0,0,0,0,0,0
0,0,0,0.65,0,0,87.8,0.17,176.52,0,0,0,0,0,0,0,0,0,0.17,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
0,44.52,0.13,0,64.05,10.03,68.1,25.18,37.02,0,34.32,15.28,0,0,0,0,0,0,9.05,0,0.07,0,0,44.52,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,0,0
0,6.83,0.21,0.1,0,0,14.55,0.92,88.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.23,0,0.33,0,0,0,0.37,1.27,0,0,0,57.85,0,0.15,0,0,0,27.05,0,0.07,0,0,0,0,1.62,0.04,0,0,0,0,0,0.3,1.4,0,0.42,0,0.43,0,0,0,0
0,11.98,0,0,0,27.32,28.4,25.48,70.57,0,0,0,4.62,0,0,0,0,0,75.75,0,0,0,0,40.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.65,0.13,199.05,0,100.87,38.77,0,0.45,0,0,0,0,0,0,0,0,0,0,0.18,0,0.07,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0
0,0,0.43,0,0,61.48,0,14.55,0,0,0,0,4.87,0,0,0,0.02,0,0,0,0.23,0,0,0,0,0,0,0,0.75,171.18,0,0,0,0,0,2.47,1.75,0,0,0,0,0
1.77,53.95,0,0,13,23.28,0,27.23,21.8,0,20.6,16.25,0,0,0,0.22,0,0,59.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0
0.23,0,0,0,0,0.14,0,3.73,1.67,0.37,0,14.07,51.93,0,0,0,0,0,157.92,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.25,0,1.55,0.19,0,1.62,0,0,0
24.68,114.97,0,0,0,18.97,70.3,11.72,5.3,0,0,2.14,0,0,0,0,0,0,19.72,0,0,0,0.01,223.57,32.43,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0
0.16,32.6,0.05,0,24.25,23.15,50.35,13.97,9.77,0,77.75,0,0,0,0,0,0,0,66.87,0,0,0,0,121.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.02,1.02,0,0,0,0,66.78,0,0,0,8.1,0,0,0,0,0,0,0,0.07,0,0.09,0.32,15.12,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0
4.65,44.23,0,2.42,0,32.63,154.92,28.67,34.53,0,4.62,5.88,4.48,0,0,0,0,0,16.33,0,0,0,0,31.22,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0
7.3,9.08,0,0,35.35,0.65,23.740000000000002,5.33,30.61,0,40.5,37.73,35.2,0,0,0.13,0,0,43.87,0,0,0,0.06,148.73,0,0,0,0,0.07,0,0,0,0,0.11,0,0,1.22,0,0,0,0,0
0,0,0.09,0,0,0.82,0,0,132.97,0,0,42.5,0.37,0,0,0,0,0,1.37,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.25,0,2.55,0,0,0,0,0,0
0.39,47.55,0.21,1.4,0,0,65.67999999999999,0.2,117.35,0,0,0,0.1,0,0,0,0.03,0,9.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0
0,0,2.62,0,272.57,0,0,2.62,0.38,0,0,0,0,0,0.23,0,0,0,0,0,0.12,0,0,0,0,0.62,0.18,0,0,2.53,0,0,0,0.33,0,0,1.92,0,0,0,0,0
0,0,3.75,56.87,0,0,0,2,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0.27,0,0,31.45,0,1.28,0,0,0,0,0,0.73,0.02,0,0,0,0,0,0,0
0,3.8,1.02,4.48,0.85,0,34.27,4.97,0,0.58,0,0,6.65,0,0,0,0,0,100.87,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0
26.18,434.47,0,0,6,45.37,0,26.55,0.18,0,0,0,0,0,0,4.83,0,0,107.05,0,0,0,0,55.32,44.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.02,4.72,0,0,0,0,8.33,1.48,0,0.14,0,0,0,0,0,0,67,0,0.02,0,0.03,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2,11.53,0,6.02,15.72,1.23,28.380000000000003,8.32,50.38,0,35.95,19.95,1,0,0,13.15,0,0,50.08,0,0,0,0,8.88,7.55,0,0,0,0,0,0,0,0,0.05,0,0.67,1.75,0,0,0,0,0
0,0,0,0,0,0,0,0,58.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0.2,0,0,0.15,0,0,0
0,0,0,0.53,0,0,0,0,6.37,0,0,0.06,0,0,0.19,0,0,0,63.05,0,0.13,0,0.03,0,0,0.11,0,0.63,0,0,0,0,0,0.87,0,0,0,1.07,0,0,0,0
1.62,21.95,1.42,6.5,0,0,0,0,17.47,1.42,0,0,56.62,0,0.2,0,0,0,7.28,0,0,0,0,0.32,1.65,0.42,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0
0,0,0.7,0,0,0,0,13.97,107,0,0,50.37,0,0,0,0,0,0,39.32,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,1.1,0,0,0,0,0.24,0,0,0
3.7,0,6.33,3.28,0,0,45.3,17.15,0,0.25,0,26.53,0,0,0.23,0,0,0,0,0,0.95,0,0.32,0,0,8.1,0.04,0.62,0.15,4.33,0,0,0,1.13,0,0.08,0,0,0,0,0,0
0,0,0,0,0,0.3,0.33,0.02,0,0.07,0,0.42,0,0,0,12.1,0,0,0,0,0.02,0,0,82.3,0,0.7,0,0,0,0,0,0,0,0.2,0,0.05,0.08,0,0,0,0,0
0,0,0,0,0,0,71.48,0,0.47,0,0,0,0,0,0.57,0,0,0.03,0,0,0.97,0,0,0,0,4.17,0,0,0,1.12,0,0,0,0,0.03,0,0,0,0,0,0,0
0,101.35,0,0,0,57.88,10.55,47.75,7.23,0,0,9.13,0,0,0,0,0,0,86.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,84.77,0,0,0,35.33,45.35,32.53,15.42,0,0,24.48,0,0,0,0,0,0,3.25,0,0,0,0,0,43.18,0,0,0,0,0,0,0,0,0,0,0,5.33,0,0,0,0,0
0,41.97,0,0,75.87,36.4,0.07,29.43,24.48,0,35.15,16.18,5.62,0,0,0.06,0,0,105.78,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0
0,2.3,1.15,3.18,0,2.77,0,23.25,1.52,0,0,0,100.78,0,0,0.32,0,0,81.25,0,0.07,0,0.01,0,0,0,0,0,0,0.83,0,0,0,0.23,0,0,1.78,0,0,0,0,0
0.32,62.65,0,0.47,21.05,2.53,0,16.82,17.4,0,14.32,6.62,1.13,0,0,0,0.02,0,30.28,0,0,0,0,50.53,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0
0.61,0,0,0,16.27,9.15,0,15.12,0,0,0,9.1,0,0,0,11.42,0,0,0,0,0,0,0,195.6,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0
0.62,8.57,0.07,0,34.57,5.5,28.200000000000003,24.07,0.28,0,0,0,5.6,0,0.1,0,0,0,0,0,0,0,0,170.28,0,0,0,0,0,46.08,0,0,0,0.17,0,0,0.7,0,0,0,0,0
0,0,0,54.8,0,0,0,0,0,8.03,0,0,0.27,0,0,0,0,0,32.35,0,0.03,0,0.11,0,0,3.48,0,0.87,0.77,1.03,0,0,0,0,0.01,0.43,0,0,0,0,0,0
1.28,3.7,0,0,0,0.12,43.98,0.48,111.27,0,0,0,2.85,0,0,8.33,0,0,5.45,0,0,0,0,131.12,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0
4.22,75.33,0,3.67,20.48,3.62,0,12.82,29.73,0,62.12,12.83,0,0,0,0,0,0,20.45,0,0,0,0.01,10.1,3.35,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0
2.8,0,0.37,22.23,0.93,22.6,76,28.58,0.38,0,0,30.48,28.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,3.7,0,0.12,0,0,0
2.07,61.52,0,0,0,72.25,0,39.53,21.33,0,0,53.32,4.05,0,0,34.58,0,0,72.25,0,1.57,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,1.37,6.47,0,0,0,0,0
0,0,0,1.23,0,0,0,0,25.45,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.52,23.7,0,0,73.72,0.86,8.48,0,0,0,4.38,0,0,0,0,0.31,0,0,0,0,0,233.32,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0
0.97,68.23,0,16.05,0,60.02,6.82,15.3,64.77,0.12,21.43,6.55,2.4,0,0,2.17,0,0,0,0,0,0,0,53.4,3.25,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0
0.12,55.2,0.04,2.88,0,13.75,39.93,27.95,37.77,0,1.25,22.48,0.1,0,0,9.45,0,0,92.28,0,0,0,0,89.92,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0,0,0,0,0
0,38.27,0,1.63,166.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.09,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0
3.25,95.37,0,0.78,74.45,25.68,84.22,42.12,0,0,49.73,12.48,0,0,0,3.45,0,0,0,0,0,0,0,17.1,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0
0,0,0,3.95,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,56.32,0,0.04,0,0,0,0,0.45,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0
0.17,0,0,25.98,0,0,200.99,0,0,0,0,0,0,0,0,0,0,0,3.47,0,0.9,0,0.09,0,0,2.53,0,1.47,0,6.37,0,0,0,0.38,0.01,0,0,0,0,0,0,0
1.13,28.23,0,0,1.55,31.67,0.21,28.53,9.75,0,16.42,22.17,0.42,0,0,4.85,0.15,0,143.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0
0,0,0,0,0,0.08,0,0.7,0,0,0,0.03,0,0,0,14.75,0,0.02,0,0,0.11,0,0.01,149.98,0.03,5.45,0,0,0,1.27,0.03,0,0,0,0.07,0,0,0,0,0,0,0
0.49,60.18,0,4.23,51.12,0.39,29.02,13.15,29.52,0,12.43,23.53,0,0,0,5.42,0,0,15.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,18.13,0,0,0
0,54.93,0.53,0.37,84.68,0,49.879999999999995,0.83,0,0,0,1.08,0.33,0,0,0,0,0,0.47,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.11,0,0.73,0,0.05,0,0,0,0
2.28,0,0.26,0,0,22.28,0,21.37,0,0,0,0.18,0,0,0,91.63,0,0,0,0,0,0,0,127.55,0,0,0,0,0,9.3,0,0,0,0.04,0,0,0,0,0,0,0,0
2.2,49.08,0,5.8,0,0.49,11.1,17.9,52.22,0,57.28,0,4,0,0,2.9,0,0,31.05,0,0.05,0,0,0,5.98,0,0,0.06,0,0,0,0,0,0,0,7.75,0,0,0,0,0,0
1.52,40.97,0,0.45,31.47,7.1,35.82,33.1,28.07,0,11.72,15.92,0.16,0,0,0,0,0,40.58,0,0.3,0,0.12,28.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27.57,0.2,7.98,0,0,57.72,5.15,0.68,3.2,0,0,39.35,0,0,0,0,0,43.22,0,0.22,0,0,0,0,0.07,0,0,0,0,0,0,2.73,0.58,0,0,1.25,0,0,0,0,0
0,41.33,0.25,1.02,74.62,0,45.2,5.65,2.47,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,1.38,0,0,0,0,0,0
2.98,129.57,0.15,0,88.03,79.75,9.48,56.85,39.9,0,3.05,1.4,0.28,0,0,11.52,0,0,23.2,0,0,0,0,13.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6.17,6.43,0,0,0,10.08,0.21,2.63,0,57.55,0,0,0,0,0,0,4.67,0,0.55,0,0.25,0,0,5.78,0,0.28,0.14,3.22,0,0,0,0.23,0,3.12,0,0,1.28,0,0,0
4.05,0,11.95,16.53,0,0,85.78,31.63,0.75,1.75,0,21.48,0.27,0,0.53,0,0,0,0,0,10.37,0,0,0,0,13.07,0,0.83,1.27,0,0,0,0,6.08,0.11,0,0,0,0,0,0,0
0,0,0.57,6.12,0,0,0,8.32,3.35,0,0,43.13,0.27,0,0,0,0,0,69.27,0,0.1,0,0,0,0,0.12,0,1.37,0.08,0,0,0,0,0.43,0,0.33,0,0,0,0,0,0
0,6.08,0,0,0,16.97,0,7.7,142.32,0,0,0,0,0,0,0,0,0,0.4,0,0.03,0,0.23,0,0,0,0,0,0,1.33,0,0,0,0,0,0.88,1.68,0,2.37,0,0,0
1.17,0,0.2,15.03,0,0,33.79,5.15,101.13,1.03,0,52.88,0,0,0,1.08,0,0,5.18,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0
0,51.3,0,0,0,0,0,0.03,0.22,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0
0.17,0,0,12.4,0,0.29,81.85000000000001,17.95,1.63,1.85,0,9.52,0.68,0,0,0,0,0,25.17,0,0.93,0,0.06,0,0,1.85,0,0.14,0,0.27,0,0,1.65,0.78,0,0,1.47,0,0,0,0,0
3.07,14.02,0,0,0,21.67,2.55,17.77,4.7,0,0,0,3.75,0,0,33.58,0,0,114.57,0,0,0,0,175.6,30.63,0,0,0,0,2.37,0,0,0,0,0,0,0.52,0,0.43,0,0,0
16.37,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.87,0,0,0.04,0,0,0.42,0,0,0,0,10.57,0,0,0,0,0,0,0,0,0.03,0.36,0,0,0,0,0,0
0,0,0.22,0,0,0,0,0,68.15,0,0,0,4.73,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0
0.15,101.5,0,9.35,0,19.1,0,15.28,61.1,0,0,0,3.02,0,0,0,0,0,55.85,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,2.9,0.12,0,0,0,0,0
1.35,19.82,0,7.88,0,0,90.32,17.88,17.03,1.25,0,0.55,2.7,0,0,0,0,0,77.58,0,0,0,0,1.43,0,0.06,0,0,0,0,0,0,0,0.15,0,3.85,0,0,0,0,0,0
