Achillea millefolium,Andropogon gerardi,Bouteloua gracilis,Koeleria cristata,Liatris aspera,Lupinus perennis,Petalostemum villosum,Poa pratensis,Schizachyrium scoparium,Sporobolus cryptandrus,Amorpha canescens,Lespedeza capitata,Panicum virgatum,Polygonum tenue,Erigeron canadensis,Monarda fistulosa,Polygonum convolvulus,Silene antirrhina,Sorghastrum nutans,Chenopodium leptophyllum,Crepis tectorum,Elymus canadensis,Taraxicum officinalis,Solidago nemoralis,Asclepias tuberosa,Aristida basiramea,Hedeoma hispida,Leptoloma cognatum,Physalis virginiana,Agropyron repens,Lepidium densiflorum,Ambrosia artemisiifolia elatior,Bouteloua curtipendula,Agrostis scabra,Euphorbia glyptosperma,Rumex acetosella,Panicum oligosanthes,Eragrostis spectabilis,Linaria vulgaris,Mollugo verticillata,Cyperus filiculmis,Cyperus schweinitzii
0,0,0,0,276.2,0,1,0.03,1,0,0,0,0,1.09,0,0,0,0.02,0,0,0.6699999999999999,0,0,0,0,0.02,0.05,0,0,0.73,0,0,0,0,0,0.98,0,0,0,0,0,0
0,86.9,0,6.03,0,0,0,0,1.83,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14,85.97,1.22,2.65,8.07,68.7,8.93,11.48,14.47,0.05,0,26.57,0,0,0,0.93,0,0,6.7,0,0,0,0,7.42,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0
0,0,0.04,0.03,0,0,0,0.15,0.07,0,0,0,0,0,13.4,0,0,0.13,0,0,0.27,0,0.25,0,6.72,1.77,0.42,0,0,0.25,0.03,0,0,0,0,0,0,0,0,0,0,0
0.5,4.17,2.33,8.43,0,0,62.629999999999995,25.83,3.1,7.27,0,0,0,0,0,20.47,0,0,0.17,0,0,0,0,0.17,0.35,0,0,0,0,1.37,0.03,0,2.38,0,0,0,2.15,0,0,0,0,0
0,0,12.55,0.42,0,66.42,0,31.27,0.03,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.45,0,0,0,0.07,0.82,0,0,0,0.18,0,0,0
0.9,9.6,0.67,0,1.73,23.72,8.88,8.1,71.98,0,0,6.08,1.97,0,0,35.17,0,0,7,0,0,0,0,4.33,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0
0,64.03,0,0,0,72.92,0,37.63,7.47,0,0,0,0,0,0,0,0,0,75.08,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9,0,4.2,278.93,0,0,2.48,2.2,3.6,0,0,110.24,0,0,0.09,0,0,59.06,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,4.359999999999999,0,0,0,0.83,0,0,0,0
0,27.95,0.17,3.47,5.08,0,98.65,4.2,55.28,0,0,0.32,0,0,0,0,0,0,0.32,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24.28,0.6,3.1,2.3,1.18,0,1.32,108.73,0,0,2.95,2.53,0,0,22.27,0,0,2.23,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0,0,0,0,0,23.18,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,30.42,0.48,0,0,0.82,0,0,0,0,0.05,0,0,0,0,0,0,0
0.33,2.7,1.6,0,0,111.18,7.75,10.97,182.75,0,47.87,16.15,9.15,0,0,0.68,0,0,13.55,0,0,0,0,4.55,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.85,0,0,70.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.35,0,122.73,0,33.97,3.73,0.68,0,0,15.3,0,0,1.47,0,0,0,0,0,1.63,0,0,0,0,0.35,0.03,2.35,0,2.73,0.37,0,0,0.22,0,2.7,0,0,0,0,0,0
0,205.83,0,0,1.12,258.08,0,43.55,0.45,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.03,0,0,0,0,1.27,4.52,0,0,0,96.8,0,0.32,0,0,0,78.58,0,0,0,0,0,5.17,0.23,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0
0,1.92,1.4,0,0,103.45,0,31.95,139.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,4.13,0,0,0,0,0
0,0,0.07,0,0,0,136.7,20.97,16.630000000000003,3.5,0,60,0,0,0,0,0,0,119.56,0,0,0,0.17,0,0,0,0,0,0,0.83,0,0,0,0,0,0,17.53,0.57,0,0,0,0
4.1,231.29999999999998,0.07,0,2.13,141.5,0.2,20.86,20.130000000000003,0,3.93,0,0,0,0,81.72999999999999,0,0,32.870000000000005,0,0,0,0,23.47,0.7,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.23,0,0,0
0,140.72,0,0,0,116.33,0,20.63,1.2,0,0,14.2,0,0,0,0,0,0,0.42,0,0,0,0,20.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0
0,2.6,0,0,0,103.78,0,33.28,128.05,0,0,2.3,37.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,4.88,0,0,0,0,0
1.52,0,0.62,0.07,12.38,83.43,0,23.12,213.92,0,0,41.23,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.04,0,0,5.15,0,0,0,0,0
0.67,17.83,0.55,5.67,0,0,61.11,2.13,90.77,0,0,19.87,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,160.82999999999998,1.2999999999999998,2.86,0,171.87,0.97,18.83,97.19999999999999,0,30.77,57.7,4.96,0,0,0,0,0,27.299999999999997,0,0,0,0,0.6,0,0,0,0,0,0.4,0,0,0,0.77,0,0,0,0,0,0,0,0
0,0,0.1,34.83,52.63,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.6,0,0,0,0.2,0,0,0,0,0,0,0,0
0.43,0,0,0,0.18,0,0,0.18,2.75,0,0,0,0,0,0.15,0,0,0,163.82,0,0,0,0,0,0,0.03,0,0,0.33,0,0,0,0,0.05,0,0.07,0,0,0,0,0,0
0,0.03,0,0,0,0,72.08,2.7,96.65,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
0,141.67,0.09,0,11.43,63.35,11.25,8.68,17.12,0.03,30.62,28.78,0,0,0,7.87,0,0,0.6,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16.74,0,0.27,0,0,35.7,0.57,70.92999999999999,0,0,0,0.83,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0
0,0,1.35,5.25,38.3,15.47,16.689999999999998,1.95,6.43,1.58,0,0,3.68,0,0,6.73,0,0,0,0,0,0,0,13.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17.13,1.17,0,0,0,0,0,0.09,12.87,0,0,119.37,0,0,0,0,0,20.67,0,1.2,0,0.03,0,0,0.09,0,0,0,0.13,0,0,1.07,0.37,0,0,0,1.6,0,0,0,0
0,0,0,0,0,96.9,13.5,13.07,118.77,0,0,0,2.95,0,0,30.02,0,0,8.35,0,0,0,0,53.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.03,6.84,1.57,152.89999999999998,0,53.42999999999999,5.77,0,1.2,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0.6699999999999999,0,0,0,0.24,0,0,0,0.33,0,0,0.2,0,0,0,0,0
0,0,0,0,0,139.1,0,38.82,4.13,0,0,0,0,0,0,0,0,0,1.17,0,0,51.88,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0.48,0.27,0,0,0,0,0
0.07,72.95,0,0,5.52,90.82,0,14.3,48.47,0,6.27,21.53,1.38,0,0,0,0,0,30.28,0,0,0,0,14.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.17,0,0,0,0,2.83,1.35,2.48,0,176.02,161.32,0,0,0,0,0,17.7,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.27,0,0,2.8,0.4,0,0,0,0
0,0,0.5,0.43,0,0,0,3.3600000000000003,0,0,0,0,0,0,0,0,0,0,0.47,0,0.17,0,0,0,0,86.87,0,0,0,4.470000000000001,0,0,0,0.27,0,0,0,0,0,0,0,0
2.03,104.62,0.57,0.5,0,67.67,28.88,28.55,42.78,0,53.23,1.87,0,0,0,0,0,0,22.43,0,0,0,0,113.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.33,47.47,0,0.75,11.58,139.63,11.85,3.65,107.38,0,0,0.48,3.97,0,0,0.92,0,0,18.85,0,0.03,0,0,25.2,0,0.04,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0
0,0,0,0.08,0,0.03,0,0.27,45.95,0,0,0,0.77,0,0,0,0,0.03,0,0,0.35,0,0,0,0,0,0.1,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0
0.37,129.76,5.53,0.17,22.17,178.43,23.97,34.13,56.5,0,0,3.4699999999999998,4.1,0,0,0,0,0,8.629999999999999,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0
0.57,0.18,0.07,0,4.15,94.65,3.5,25.73,161.25,0,94.83,5.52,37.2,0,0,18.43,0,0,51.45,0,0,0,0,41.8,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0
0,10.83,3.1,0,0,0,0,0,118.28,0.18,0,161.08,0,0,0,0,0,0,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,127.97,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.11,0,0,0,0,0,0.16,59.33,0.02,0,0,0,0,0,0,0,0,0,0,0
0,16.67,1.58,0,0,0,138.43,0,159.07,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18,0,0,0,147.1,0,0,0,0,0,0,0,0,0,0.77,0,0,0.02,0,0,0.35,0,0,0,0,0.17,0.05,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,73.43,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.53,0,0,0,3.5999999999999996,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,25.02,0,1.03,1.55,0,0,3.73,0,0,0,0,0,27.28,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
0.12,0,0.48,0,0,0,59.08,0.15,0,0.17,0,0.35,0,0,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
7.27,323.44,0,0,0,186.86,17.9,62.2,18.03,0,0,33.6,0,0,0,100.06,0,0,64.24,0,0,0,0,12.16,5.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.73,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.33,0,0.9,0,5.2,28.92,13.98,6.67,20.9,0,20.58,9.95,0.1,0,0,27.17,0,0,6.67,0,0,0,0,1.82,0,0,0,0,1.08,0,0,0,0,0.07,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,64.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.42,1.47,0,0,0,1.57,0,0,20.42,0,0,0,50.63,0,0.08,0,0,0,0.08,0,2.65,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0
2.47,0,4.64,0,0,0,0,1.13,107.13,0,0,207.56,0,0,0,0,0,0,6.23,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.13,0,0.27,0,0,0,0,0.07,28.02,0,0,0,0,1.05,0,12.28,0,0,0,0,0,0,0,39.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.67,0,0.33,0,0,0,20.75,0.13,0.1,0,0,27.6,0,0.2,0,0,0,0,0,0,0.08,0,0,0,0,0.18,0.2,0,0,0,0.23,0,0,0.02,0,0,0,0,0,0,0,0
0,0,0.51,0,0,0,1.33,0,0,6.1,0,0,0,0.63,0,84.16,0,0.28,0.67,0,0,0,0,328,0,1.4000000000000001,0,0,0,1,0.12000000000000001,0,0,0,0,0,2,0,0,0,0,0
0,0,0.3,0,0,0,52.839999999999996,1.4,0.03,0.4,0,3.58,0,0,0,0,0,0,0,0,3.46,0,0,0,0,1.97,0.7999999999999999,0,0,4.2,0.23,0,0,0,0.05,0,0,0,0,0,0,0
0,155.53,0,0,0,75.35,18.93,0,5.38,0,0,7.87,0,0,0,0,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0
0,85.97,0.48,0.18,0,51.7,8.3,17.02,27.72,0,0,18.17,0,0,0,0,0,0,1.45,0,0,0,0,0,1.67,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
0,73.3,0.43,0,7.57,56.64,6.43,29.6,74.96,0.27,34.47,31.230000000000004,2.77,0,0,0,0,0,57.37,0,0,0,0,62.730000000000004,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.73,0,0,0,0,0,0,0.07,0.7,0,0,194.57,0,0,0,0,0,0,0,0,2.3,0,0,0,0,14.67,0,0,0,4.7,0.05,0,0,0,0.05,0.33,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,120.47,0,0,0,0,0,0,0,0,0.08,0,0,0,0,3.3,0,0,0,0.22,0,0,0,0,0,0,0,0.88,0,0,0,0
0,7.72,0,0,0,39.75,0,26.12,6.03,0,0,0,105.83,0,0,0,0,0,13.62,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.4,0,0,0,0,0
2.4,36.17,1.3,0,41.33,203.32999999999998,0,38.43,67.17,0,11.5,89.76,4.23,0,0,0.27,0,0,8.6,0,0,0,0,5.79,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0
0.15,0,0,0,23.33,62.12,0,10.97,0,0,0,0.32,0,0,0,20.25,0.17,0,0,0,0,0,0,36.3,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0.42,2.28,0,21.7,67.02,16.650000000000002,47.25,0,0,0,0.32,0,0,0,0.1,0,0,0,0,0,0,0,11.5,0,0,0,0,0,6.35,0,0,0,0,0,0,0.42,0,0,0,0,0
0,1.58,0.63,26.33,0,0,0,0.32,0,0.72,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,13.72,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0
0.2,0,0,0,0,26.77,7.87,2.58,91.75,2.43,0,0,1.65,0,0,9.17,0,0,0,0,0,0,0,0,0.06,0,0,0,0,3.52,0,0,0,0,0,0,0.2,0,0,0,0,0
0,0,0.23,0,0,0.5,0,0,0,0.13,0,0,0.65,0,0.07,0,0,0,0,0,0.18,0,0.23,0,34.83,14.6,0,0,0,0.53,0.03,0,0,0.1,0,0,7.48,0,0,0,0,0
0.1,57.1,0,0,5.17,28.53,0,8.42,10.73,0,1.08,2.82,0,0,0,3.22,0,0,8.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.75,0,0,0,1.45,6.57,0.82,0,0,121.2,0,0,0,0,0,63.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0
1.47,0.8,0,1.93,6.52,37.8,0,20.27,2.08,0,0,26.45,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.8,0,0,0,0,0
0.33,53.05,0.52,0,0,60.55,0,13.82,52.93,1.13,26.72,9.77,0,0,0,0,0,0,8.25,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0,0
0,0,0,0,0,0,0,0,18.62,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,58.3,0,0,0,0,0,0.1,0,0,0,0.18,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.26,32.84,0,0,51.2,0.4,4.430000000000001,0.5,0,0,39.36,0,0,6.1,0,0,0,0,0,0,0,79.13,0,0,0,0,0,0,0,0,0,0,0,0,10.47,0,0,0,0,0
0.01,160.16,0,1.93,15.57,97.26,3.67,22.270000000000003,78.64,0,41.13,13.83,0,0,0,0,0,0,9.13,0,0,0,0,0,15.93,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0
0.07,72.03,0,0.17,0,49.07,3.87,1.12,45.03,0,0,21.42,0,0,0,103.37,0,0,11.53,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0.08,0,0,6.28,0,0,0,0,0
0,74.62,0,0,0,0,0,0,3.58,0,0,0.3,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0
0,45.6,2.35,0.25,110.82,0,0,0,1.75,0,0,0,8.58,0.05,0,0,0,0,0.23,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.62,134.27,0,0,11.35,131.82,3.4,36.5,11.07,0,24.42,8.33,0.1,0,0,9.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,35.73,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0
0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.85,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,27.32,0,0,92.53,0,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.58,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.63,10.2,0,0,6.65,68.68,0,15.53,25.37,0,24.8,17.3,0.57,0,0,16.73,0,0,48.65,0,0,0,0,9.55,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.47,0,0,0,0,2.77,0,0,0,0,0,0,0,12.33,0,133.73000000000002,0,0.17,0,0,2.8,0,0,163.67,0,9,0.23,0,0,1.3,0.53,0,0,2.4699999999999998,0,0,0,0,0,0,0,0
0.03,62.67,0,0,7.28,35.88,2.97,4.03,10.08,0,25.68,4.57,0,0,0,9.27,0,0,1.43,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0,0,0
0,40.37,0,0.55,31.68,0,89.27,0,2.7,1.02,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.03,0,0,0.05,0,0,0,0,0,0,0,0
0,0,0.03,0,0,29.35,0,0.06,1.37,0,0,0,0,0,0,60.92,0,0,0,0,1.05,0,0,28.2,0,0,0,0,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0
0.07,30.67,0,0,1.27,60.05,2.97,6.97,33.27,0,27.32,0.77,2.8,0,0,0,0,0,0.28,0,0,0,0,7.48,0,0,0,0,0,0,0,0,0,0.07,0,0.13,0,0,0,0,0,0
0,20.07,0,2.77,7.4,33.88,4.75,3.23,16,0,72.9,14.65,0,0,0,0,0,0,3.02,0,0,0,0,7.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,241.15,0,0,0,0,0.12,0,0.07,4.05,0,0,2.88,0,0,0,0,0,0,0,7.17,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0
