Achillea millefolium,Andropogon gerardi,Bouteloua gracilis,Koeleria cristata,Liatris aspera,Lupinus perennis,Petalostemum villosum,Poa pratensis,Schizachyrium scoparium,Sporobolus cryptandrus,Amorpha canescens,Lespedeza capitata,Panicum virgatum,Polygonum tenue,Erigeron canadensis,Monarda fistulosa,Polygonum convolvulus,Silene antirrhina,Sorghastrum nutans,Chenopodium leptophyllum,Crepis tectorum,Elymus canadensis,Taraxicum officinalis,Solidago nemoralis,Asclepias tuberosa,Aristida basiramea,Hedeoma hispida,Leptoloma cognatum,Physalis virginiana,Agropyron repens,Lepidium densiflorum,Ambrosia artemisiifolia elatior,Bouteloua curtipendula,Agrostis scabra,Euphorbia glyptosperma,Rumex acetosella,Panicum oligosanthes,Eragrostis spectabilis,Linaria vulgaris,Mollugo verticillata,Cyperus filiculmis,Cyperus schweinitzii
0.167,0,7.117,0,10.6,0,264.55,0,72.483,1,0,0,13.933,0,0,0,0,0,0,0,0,0,0,0,0.283,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,117.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.967,47.3,0.182,0,0,66.133,7.567,6.083,59.2,0,0,28.217,0.068,0,0,0,0,0,44.517,0,0,0.083,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,226.417,0,0,0.217,0.933,0,2.55,0,0,0,0,0,0,0,0,5.7,0.267,0,0,0.383,0,4.233,0,0,0,0,1.733,0,0,0,0,0
0,0,0,0,104.383,0,0,0,0,0,0,0,0,0,0,0,0.767,0,0,0,0.183,0,0,0,53.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.533,0.388,22.643,1.945,5.265,2.095,2.957,27.318,0,0,9.242,11.898,1.147,0,0,0,0,14.897,0,0,0,0,0,0,0.003,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.03,0,0,0,0,2.417,0,0,0,0.033,0,0,0,0,0,0,0,23.917,0.018,0,0.083,0,0,0.023,0,0,0.02,0,0,0,0,0,0,0
0.055,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,114.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.867,0.638,6.61,0.348,0,29.237,0,62.078,0,65.398,64.902,0.285,0,0,0,0,0,7.832,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.15,0,0,0,0,0.5,0,0,0,0,0,0.183,0,0,0.25,81.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0,0,0,135.397,0,0.012,0,0,0,0,0,0,11.535,0,0,0.22,0.117,0,0.078,0.113,0,0,0,0,0,0.013,0,0,0,0.212,0,0,0,0,1.122,0,0,0,0,0,0
0,94.737,0,2.217,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.047,175.782,0.042,13.38,0.695,79.007,0.928,6.163,2.872,0,0,33.77,6.573,0,0,0,0,0,40.013,0,0,0,0,42.797,0,0,0,0,0,0.143,0,0,0,0,0,0,0.602,0,0,0,0,0
0,0,0,0,0,0,0,0,0.033,0,0,0,0,0.933,10.15,0,1.333,0,0,0.1,0.25,0,0,0,58.517,3.4,0.2,0,0,0,0.4,0.333,0,0,0.383,0,0,0,0,0,0,0
0,0,2.467,20.67,0,78.795,0,12.39,0.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0,8.717,0,0,0,0,0,0,3.427,0,0.855,0,0,0
0,19.167,0.667,0.667,0,99.067,22.35,0,131.217,0,0,22.3,2.583,0,0,0.117,0,0,59.5,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44.067,0,0,0,30.533,0,1.083,0,0,0,0,0,0,0,0,0,0,196.9,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.103,0.528,13.043,0.153,0,12.495,0,0.45,0,0,144.727,0,0.065,0,0,0,9.323,0,0,0,0,0,0,0,0,0,0.228,1.463,0,0,0,0.423,0,0,0,0,0,0,0,0
0.807,0,0,3.883,1.605,0,0,0.21,188.847,0,0,0,21.618,0,0,22.822,0,0,2.157,0,0,0,0,16.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.727,0,0,0.677,0,128.408,0.018,0.975,106.508,0.632,69.412,10.243,43.43,0,0,0,0,0,39.387,0,0,0.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,58.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,85.117,0,1.433,0,0,0,0,21.583,0.1,0,0,0,7.1,0,0,0,0.167,0,0,0,0,28.317,0.467,1.85,0,0.028,0,0,0,0,0,4.083,0,0,0,0,0,0
0,300.88,0.05,0,0,104.002,0,0.132,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.167,0,0,0,0,0,0,2.35,0.45,0.283,0,0,161.85,0.317,0.35,0,0,0.033,1.15,0,0,0,0,0,0.35,0,0.017,0,0,0.133,0,0,0,0.383,0,0,0,0,0,0,0,0
0,0.677,0.083,0,0,106.71,0,36.975,180.862,0,0,0,0,0,0.028,0,0,0,0.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.532,0,0,0,0,0
0,0,0.317,0.183,0,0,208.4,1.383,0.15,0,0,62.717,0,0,0,0,0,0,214.6,0,0,0,0.017,0.067,0,0,0,0,0.283,0,0,0,0,0,0,0,0,0,0,0,0,0
7.767,250.633,0.117,1.2,0,18.383,0,17.1,67.017,0,18.417,2.383,0,0,0,0.333,0.017,0,66.283,0,0,0,0.05,5.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,156.917,0,0,0,72.373,0,11.997,0.702,0,0,39.332,0,0,0.022,0,0,0,54.38,0,0,0,0,92.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.133,0,0,0,0,90.288,0,2.622,139.892,0,0,12.363,10.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.218,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,62.683,0,0,0,0.133,0,0.617,0,0,0,0,0,0,0,0,0.333,0.083,0,0,0.017,0,0,0,0,0,0,0,0,1.117,0,0,0
0.667,0,0.117,1.617,0,56.567,0,13.9,192.05,0,0,40.217,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.083,0.167,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.2,0,0,0,130.35,0,84.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,89.85,0.367,0,0.717,63.267,34.933,1.917,100.667,0.3,5.05,22.483,0.35,0,0,0.717,0.015,0,24.817,0,0,0,0,0,0,0,0,0,0.018,0.35,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.05,0,0,0,0,0,0.022,0,0,0,200.887,0,0.195,0,0,0.058,0,0.023,0.385,0,0,0,0,0,0,0.088,0,0.225,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.317,2.25,0,73.4,55.6,5.883,82.217,0,0,0,10.3,0,0,1.6,0,0,34.1,0,0,0,0,3.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.433,46.917,0,0,0.683,107.567,0,13.267,21.467,0,4.3,2.05,12.067,0,0,0,0,0,26.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2.932,0,0,0,79.605,172.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0,0,0.017,0,0
11.567,39.55,0.467,2.033,0,36.5,70.6,4.45,28.967,0.233,2.9,22.95,0,0,0,0,0,0,23.35,0,0,0,0,10.183,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13.557,0.06,0.725,15.053,70.767,21.733,0.613,44.753,0,0,0.067,2.33,0,0.303,15.048,0.357,0,32.862,0,0,0,0,77.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.567,51.217,0,0.8,6.217,9.317,3.333,3.3,28.433,0.633,0,31.633,49.883,0,0,0,0,0,27.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.513,0,0.337,0,0.25,72.75,2.388,0.277,134.595,0,37.102,52.258,19.77,0,0,2.487,0.157,0,96.68,0,0,0,0,29.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,129.517,0,0,80.317,0,0,0,0,0,0,0.417,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.183,160.067,0,0,0,0,0,0,0,7.217,0.4,0,0,0,0,0,0.183,0,0,0,0,0,0,0,0,8.05,0,0.233,0,0,0,14.783,0,0,0,0,0,0
0.567,15.483,1.35,0,0,0,181.13400000000001,1.233,38.367,0,0,0,0,0,0,0,0,0,39.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0
1.433,0,0,0,0,0,15.55,0,0,0,0,0,0.217,1.533,1.05,0,0,0.023,37.517,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0
6.367,64.083,0.033,2.95,0.183,44.217,51.617,8.417,23.9,0,0,44.367,2.167,0,0,0,0,0,94.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.383,0,0,0,0,1.583,0,0,0,0,0,0,0,0.133,0,58.067,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.133,0,0.333,3.267,0,88.667,12.483,6.867,22.433,0,0.567,41.45,0.3,0,0.1,0.183,0.267,0.067,18.817,0,0,0,0,37,0.267,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,92.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.093,0,0.115,0,0,0.318,0,0,0.047,0,0,0.192,81.733,0,0,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0
0,6.142,0,0.018,0,0,0,0,63.637,0,0,0,4.728,0,0,0,0,0,6.315,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0
3.433,0,0,0,0,0,0,0,72.967,0,0,0,0,0,0,0.433,0,0.15,0,0,0,0,0,4.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,30.033,0,0.033,0,0,62.233,0,1.4,0,0,5.55,0.067,0,0,0.233,0,0,0,0,1.1,0.75,0,1.033,0,0,0.2,0,0,0.012,0,0,0,0,0,0,0
0,0,0,0,0,0,114.167,0,0,0,0,0,0,0,0,0,1,0,0,0.15,0.767,0,0,0,0,11.967,0.9,0,0,0.3,0.05,1.317,0,0,0,0,0,0,0,0,0,0
0,108.767,0,1.15,0,75.1,13.65,2.633,4.2,0.867,0,8.417,0,0,0,0,0,0,86.867,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0
0,52.25,0.017,0.023,0,112.983,30.583,9.517,41.3,0,0,16.817,0,0,0,0,0.133,0,0.85,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,80.083,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0.683,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.117,0.2,0
15.568,13.522,0,2.837,6.793,26.462,0,0.58,24.518,0,38.517,8.133,30.228,1.048,0.138,0,0,0.122,7.852,0.52,0,0,0,29.065,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0,0,0
2.4,0,0,0,8.483,46.8,0,0.65,0.283,0,0,0,0,0,0,37.883,0.217,0,0,0,0,0,0,85.283,0,0,0,0,0,0.3,0,0.025,0,0,0,0,0.023,0,0,0,0,0
23.433,0.367,0,0.667,18.133,194.167,5.433,15.35,8.15,0,0,0.177,0,0,0,30.35,1.067,0,0,0,0,0,0,99.633,0,0,0,0.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1.083,0.967,0,0.183,0,108.167,176.017,1,153.467,0.583,0,0,56.883,0,0,0.65,0.133,0,0,0,0,0,0,45.083,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,0,0
10.55,13.1,0.383,11.817,5.05,66.2,0,9.917,15.817,0.067,36.4,0,0.983,0.008,0,2.45,0,0,22.1,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,31,0,0.65,0,0,1.017,0.15,0,0,164.983,0,0,0,0,0.012,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,1.883,0,0,0,0,0
4.633,16.217,0.117,11.317,0,52.683,3.6,4.783,55.45,2.333,35.95,0.667,10.283,0,0,0,0,0,31.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,0,0
0,0,0,0,0,0,0,0,78.067,0,0,0,0,0,0,0,0.017,0,0.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,107.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.133,52.667,0,2.067,0.317,74.633,0,0.65,65.7,0,1.4,3.733,2.917,0,0,0,0,0,3.117,0,0,0,0,0,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.7,24.167,0,2.717,0.583,46.033,9.917,1.767,62.4,0,0,3.983,3.483,0,0,0,0.033,0,41.267,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,85.633,0,0,0,0,0,0,2.317,0,0,0,0,0,0,0,0,0.067,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023,107.5,0,0.12,3.233,0,0,0.3,2.817,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.333,88.133,0,0.783,0.767,48.367,0.367,0.283,51.583,0,21.85,6.667,0,0,0.183,6.167,0,0,4.35,0,0,0,0,0.117,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0
11.75,17.65,0,0.7,1.25,83.183,0,5.567,20.2,0,44.25,23.8,13.8,0,0,5.667,0,0,37.367,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.833,145.883,0.05,0.65,22.133,97.417,25.617,5.783,46.533,0,14.333,17.667,30.95,0,0,2.717,0,0,0.583,0,0,0,0,25.883,0.517,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0
7.233,3.25,0,7.533,0,81.733,0,7.833,54.367,0,0.017,0,10.417,0.183,0,0,0,0,14.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.15,1.933,1.35,4.933,107.55,2.117,1.4,50.567,0,9.217,23.333,6.133,0,0,0,0,0,19.883,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0
0,63.45,0,0,2.983,0,4,0,0,0,0,0.2,0,0.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12.033,19.483,0,0,0,5.017,2.133,0,0,209.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,0,0,0,0,0.05,0,0,0,0,0,0,0
0,0,0.002,0,0,89.717,0,0.1,121.667,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17.85,0.2,0.767,0,0,0,4,0,0,0,0,0,0.117,0,3.483,0.133,0.05,43.55,0.017,0,0,0,30.2,0,0,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0
0,0,0.367,0.047,0,0,45.617,1.433,0.7,0.3,0,75.417,2.467,0.098,0.183,0,0,0,1.367,0.633,0.283,19.667,0,0,0,0.053,0,0,0.45,8.083,0,0,0,2.75,0.317,0,0,0,0,0,0,0
0,5.367,0,0.917,0,71.783,0,16.967,0,0,0,0,0,0,0,4.95,0,0,132.7,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
0.377,1.292,0.055,5.398,1.082,93.89,16.842,1.53,69.472,0.653,0,20.527,15.918,0,0,3.375,0,0,118.562,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0
0,0,0,0,0,0,0,0,71.417,0,0,0.117,3.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,87.917,0,0,0,85.217,0,1.983,49.233,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0.117,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.217,0,0,8.233,0,0,80.35,0,0,0,0,0,0,0,0,0,0.083,0,41.833,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.4,0,0.2,0,0,101.783,0,0.233,0,0,0.033,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.463,21.482,0,0,1.395,122.318,11.163,14.945,23.292,0,0,3.635,5.737,0,0,0,0,0,27.438,0,0,0,0,0.11,0,0.03,0,0,0,0.435,0,0,0,0,0,0,0,0,0,0,0,0
0.717,61.617,0.917,5.3,0,44.417,4.417,24.367,52.783,0,42.15,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.067,0,0,0,0.217,0.533,0.833,0,0,0,0.083,0,0,0,0,104.967,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.85,0,96.8,112.133,43.967,0,0.333,0,0,24.567,0,0,0,0.25,0,11.467,0,0,0,0.35,0,3.017,0,0,0,0,6.983,0,0,1.15,0,0,0.5,0.017,0,0,0,0,0
6.578,107.878,0,1.153,0,95.253,0,32.278,4.335,0,0,0,0.548,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.317,62.717,0.283,0,0.8,132.267,0,8.217,35.65,0,0,13.283,2.933,0,0,3.383,0,0,46.883,0,0,0,0,0,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
