Achillea millefolium,Andropogon gerardi,Bouteloua gracilis,Koeleria cristata,Liatris aspera,Lupinus perennis,Petalostemum villosum,Poa pratensis,Schizachyrium scoparium,Sporobolus cryptandrus,Amorpha canescens,Lespedeza capitata,Panicum virgatum,Polygonum tenue,Erigeron canadensis,Monarda fistulosa,Polygonum convolvulus,Silene antirrhina,Sorghastrum nutans,Chenopodium leptophyllum,Crepis tectorum,Elymus canadensis,Taraxicum officinalis,Solidago nemoralis,Asclepias tuberosa,Aristida basiramea,Hedeoma hispida,Leptoloma cognatum,Physalis virginiana,Agropyron repens,Lepidium densiflorum,Ambrosia artemisiifolia elatior,Bouteloua curtipendula,Agrostis scabra,Euphorbia glyptosperma,Rumex acetosella,Panicum oligosanthes,Eragrostis spectabilis,Linaria vulgaris,Mollugo verticillata,Cyperus filiculmis,Cyperus schweinitzii
0.15,0.63,8.65,3.62,0,0,103.5,8.82,85.27,0.28,0,0,0,0,0,0,0,0,0.05,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,120.07,0,0,0,0,0,0,0,0,0.97,0,0,0,0.02,0,0.01,0.03,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,1.48,4.22,0.15,56.85,0,231.57,22.28,18.25,1.35,0,0,5.25,0,0,0,0.13,0.38,2.22,0,0,0,0.13,0,0,0,0,0,0.17,1.88,0,0,0.4,0.2,0,3.48,0.03,0,0,0,0,0
0,0,0,0,0,0,39.620000000000005,8.63,66,0,0,58.27,0,0,0,0,0,1.1,0,0,0,0,0,11.17,0,0,0,0,0.65,0,0,0,0,0.06,0,0,0,0,0,0.17,0,0
0,0,0.01,0,0,0,0,0.48,54.5,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.07,0,0
4.8,109.13,0.55,0,21.65,16.87,43.42,26.33,31.85,0,11.12,9.55,1.2,0,0,2.57,0,0,3.15,0,0,0,0.17,46.65,8.63,0,0,0,0.28,0,0,0,0,0,0,0,0,0,1.63,0,0,0
0,0,0,0,0,4.18,0,0,0,0,277.95,0.22,0,0,0,0.07,0.57,0.14,0,0.04,1.97,0,1.33,0,5.08,0,0,0,0,8.78,0,4.52,0,0,1.72,8.4,0,0,0.95,0,0,0
2.33,0,0.12,31.62,157.95,0,0.23,1.87,0.6,0,0,0,0,0,0,0,0.05,0.02,10.48,0.05,0,0,0.18,0,0.04,0.68,0,0.53,0,1.47,0,0,0.97,0.1,0,0,0,0,0,0,0,0
0,1.17,0.93,1.8,0,3.3,0,69.45,0.47,0,0,234.77,0,0,0,0,0.37,0,81.95,0.32,0,0,1.5,0,0,0,0,35.1,1.93,13.97,0,0,0,0,0.58,0,0.67,0,0,0,0,0
0,0,3.77,62.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,41.18,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0
0,89.27,0,9.18,0,0,0.08,2.82,2.13,0,0,14.55,0,0,0,0,0.05,0,36.53,0,0,0,0,18.47,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0
0,1.92,0.73,0.33,0,0,69.17999999999999,11.27,0.37,0.13,0,2.38,0,0,0,3.25,0,0,90.73,0,0,0,0,27.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.38,0,323.97,0.58,0,0,0.1,0.06,0,0,0,4.7,0,0,0,0,0,0,0,0,0.01,0,0,0.65,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0
0.04,19.9,0.73,15.35,5.15,56.77,84.2,4.15,26.75,0,0,47.23,5.02,0,0,0,0,0,19.28,0,0,0,0,6.47,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
0,0,0,43.53,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0.03,0,0,31.68,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.06,0,0
0,0.42,1.03,3.83,0,0,118.38,11.8,0.8,1.03,0,0,1.58,0.65,0,0,0.43,0,2.73,0,0,0,0.05,284.73,8.33,0.04,0,0,0,0,0,0,0.27,0.03,0,0,0.15,0.48,0,0,0,0
0,24.63,3.17,21.15,0,9.48,21.37,16.25,38.2,0.65,11.42,10.03,14.3,0,0,0,0.3,0,0,0,0,0,0,48.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19.53,1.87,26.53,2.1,0,180.95,24.43,26.02,0.37,0.86,24.38,0,0,0,0,0,0,1.93,0.18,0,0,0,164.05,0,0,0,0,0,0,0,0,0,0,0,0,7.95,0,0,0,0,0
0,9.92,0,1.48,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,57.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.11,0,0,0,0,0,0
0,0,0,0,149.65,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.22,0,0.17,0,0,0,0,0.22,0,0,0,0,0,0.36,0,0,0,0,0,0
0,109.23,0.2,22.58,0,0,0,0,6.83,0,0,0,0,0,0,0,0,0,13.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12,140.07,0.11,3.25,12.92,14.27,65.87,17.18,8.88,0.13,0,18.38,0,0,0,0,0,0,15.57,0,0,0,0.52,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0,58.33,0.73,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0
1.63,0,6.68,15.25,0,0,145.83,0.42,0.92,3.2,0,0,0.06,0,0,0,0.13,0.12,17.65,0,0,0,0,11.57,0,2.13,0,0,0,0,0,0,3.5,0,0,0,0.12,0,0,0,0,0
0,0,0.02,0,0,60.85,0,0.87,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0.1,0,0.03,0,0,0.65,0,0
2.37,22.3,0,0,87.82,9.15,84.5,62.15,66.78,0,9.32,19.07,4.9,0,0,12.03,0,0,45.75,0,0,0,0.18,72.43,63.8,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0
0,64.67,0,0,0,64.63,0,80.73,2.3,0,0,0,0,0,0,0,0,0,120.3,0,0,0,1.92,0,0,0,0,0,0,8.57,0,0,0,0,0,0,0.62,0,0,0,0,0
0,0,0,0.44,133.15,0,0,1.73,0,0.33,0,0,60.48,0,0,0,0,0,17.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59.95,0.38,60.65,9.97,0.1,100.25,9.5,74.27,0.23,0,0.33,0,0,0,0,0,0,9.82,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0
3.17,9.73,0,6,3.68,0,0,5.95,133.87,0,0,0,13.13,0,0,6.37,0,0,8.72,0,0,0,0,127.75,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0
0,0,0,0,0,0,161.92,0,0,0,0,0,0,0,0,0,0,0.32,0,0,1.37,0,0.07,0,0,6.03,0.04,0,0,10.12,0,0,0,0,5.5,0,0,0,0,5.53,0,0
1.13,50.53,0,0,0,18.08,79.37,56.37,28.7,0,11.28,2.37,6.77,0,0,0,0,0,61.48,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22,0,0,0,374.38,0,16.12,4.28,0,0,0,11.45,0,0,0,0.01,0,0,0,0,0,0,0.22,0.04,0,0.67,0,0,0,3.5,0,0,0,0,0.07,0.01,0.11,0,0,0,0,0
0,203.03,0,0,0,34.38,0,31.58,0.85,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0
0,0,0.18,0.7,0,0,0,0.78,0.15,0.18,0,0.48,33.47,0,0,0,0,0,57.22,0,0,0,0,0.12,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12.63,1.45,0,0,36.52,0,47.38,81.63,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.28,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.23,0,0,0,0,0
0,5.43,0.24,0,0,0,230.45,0.87,0.52,0,0,6.1,0,0,0.14,0,0,0,39.98,0,0,0,0.06,0,0,0,0,0,0.33,0.28,0,0,0,0,0,0,0.32,0,0,0.56,0,0
8.42,250.42,0,0,0,14.4,7.42,49.43,1.42,0,41.33,0.18,0,0,0,1.9,0.02,0,37,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0
0,0,5.98,0,0,0,264.98,0.57,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.23,0,0,2.55,0,0,0,0.32,0.1,0,0,0,0.12,0,0,0,0,0.15,0,0
0,163.75,0,0,0,71.03,0,41.1,0.2,0,0,6.73,0,0,0,14.67,0,0,0.53,0,0,0,0,3.6,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,17.35,0,0,0
1.78,0,0,0,0,24.32,0,25.68,42.63,0,0,9.7,56.97,0,0,0.02,0,0,2.92,0.01,0,0,0.03,0,0,0,0,0,0.05,10.48,0,0,0,0,0,0,1.22,1.38,0,0,0,0
0.03,0,0,0,0,0,0,0.45,0,0,345.68,0,0,0.4,0.03,0,0,0,0,0,0.003,0,0,0,0,2.47,0,0,0,0.5,0,0.63,0,0,3.68,0,0,0,0.42,0.4,0,0
6.38,0,1.22,0.95,33.73,19.63,0,33.98,80.07,0,0,25.38,5.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0.1,0,17,0,0,0
0,0,0.75,0,0,0,116.35,0.62,0,0,0,1.43,0,0.22,0,0.92,0,0.2,0,0.57,0.16,0,0,22.48,0,2.22,0,0,0,0.72,0,0,0,0,2.22,0,0,0,1.37,0.17,0,0
2.03,58.78,0,50.87,0,0,155.35,2.65,19.37,0,0,27.57,0,0,0,0,0.04,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8,50.9,0,0.48,0,50.73,0,26.35,9.45,0,0.08,36.75,3.1,0,0,0,0,0,9.88,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,17.05,122.22,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.93,1.83,0,0.2,0.47,0,0,0.22,1.32,0,0,0,0,0,0,0,0,0.05,104.6,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
0,0.06,0.48,3.03,0,0,104.68,3.25,29.78,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,95.35,0,0,108.7,10.65,52.83,22.6,3,0,18.92,2.97,0,0,0,0.18,1.1,0,3.75,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.43,0,1.23,0,0,96.37,5.45,64.75,0,0,0,0,0,0,0,0,0.07,0.18,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
0,0,11.02,53.58,153.72,0,95.43,5.58,0.8,0,0,1.72,6.58,0,0,2.85,0.04,0.09,0,0,0,0,0.09,59.48,34.13,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.92,0,0,32.05,0,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0
0.98,5.5,0,0,0,70.6,17.55,88.82,69.18,0,0,0,0,0,0,1.23,0.02,0,15.38,0,0,0,0.01,16.73,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0
0,0,0.87,1.32,233.63,0,66.2,19.37,12.77,0.06,0,0,0.48,0,0,0,0.06,0,0,0,0,0,0,0,0,0.63,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0
0,0.88,0,0,0,95.85,0,5.05,0,0,0,0,0,0,0,0,1.13,0.13,0,0,0,0,0,0,0,0,0,0,0,95.33,0,0,0,0,3.68,0.08,0.42,0,0,0,0,0
0,108.73,0,0,50.23,49.97,0,38.17,28.12,0,11.17,12.97,9.4,0,0,0,0,0,89.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0
0,0,0,0.09,0.17,0,0,3.22,0,0,0,13.88,126.05,0,0,0,0,0,55.22,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0
4.1,116.8,0,0,0,9.2,90.4,10.95,7.43,0,25.28,7.43,1.92,0,0,0,0.12,0,6.53,0,0,0,0,47.68,1.13,0,0,0,0,0,0,0,0.23,0,0,0,0.15,0,0,0,0,0
0,32.05,0,4.92,80.75,20.72,24.28,18.92,33.43,0,0.18,0,0,0,0,10.38,0,0,29.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.87,1.28,0,0,0,0,48.12,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0.29,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0,0
0,69.55,0,0,0.7,35.67,19.53,42.82,29.52,0,0,12.73,5.78,0,0,0,0,0,33.78,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0
0.28,4.48,0,0,4.8,10.45,35.95,23.67,32.27,0,47.22,4.7,22.52,0,0,2.37,0,0,90.37,0,0,0,0,71.82,0,0,0,0,1.92,0,0,0,0,0,0,0,0.12,0,0,0,0,0
0,0,0.4,0.77,0,0,0,0.38,77.65,0,0,44.32,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0
0,0,0,0,0,85.47,0,0,0,0,0,0,0,0,0,0,4.1,0.02,0,0.67,0.78,0,5.65,0,0,0,0,0,1.78,7.1,0,0.62,0,0,0,0,0,0,0,0,0,0
0,41.18,1.97,0.05,0,0,132.5,5.02,33.92,1.78,0,0,0,0,0,0,0,0,15.12,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0.04,0,0
0,0,0,0.3,213.58,0.15,0,0.15,0.3,0,0,0,0,0.07,0,0,0,0.02,0,0,0,0,0.03,0.05,0,0.42,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0.005,0,0
0,0,0.8,35.12,0,0,0,0.07,0,0,0,0,0,0,0.05,0,0,0,0,0,0.04,0,0,0,0,32.5,0,0,0,0.43,0,0,0,0,0.04,0,0,0,0,0.8,0,0
0,1.5,0.12,23.13,0,0,111.25,2.03,0.12,3.08,0,0,5.63,0.35,0,0,0,0.03,111.87,0,0,0,0.02,0,0,0.11,0,0.14,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0
0,0,0,2.58,0,0,0,0.1,0.22,0,0,0,0,0,0,0,0,0.03,46.8,0,0,0,0,0,0,2.18,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0
7.02,6.8,0,1.38,9.72,1.48,24.58,19.23,49.2,0.1,15.62,27.45,2.82,0,0,21.2,0.05,0.03,69.27,0,0,0,0,17.48,4,0,0,0,0.23,0,0,0,0.45,0,0,0,0.42,0,0,0,0,0
0,0,0,2.88,0,0,0,0,50.45,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.19,0,0
0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,123.3,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0
5.73,12.07,0.05,5.3,0,0.67,0,0.25,44.58,0,0,0,18.63,0,0,0,0,0.02,7.87,0,0,0,0,0,11.35,0.53,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0
0,0,0.25,0.17,0,0,0,20.37,96.27,0,0,81.37,0,0.04,0,0,0,0,34.5,0,0,0,0,1.75,0,0,0,0.17,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0
4.32,0,0.37,0,0,0,0,0.02,35.25,0,0,0,0,0.2,0,0.95,0,0,0.93,0,0,0,0,67.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.25,0,1.08,0,0,0,168,0,0,0,0,30.27,0,1.45,0,0,0,0,0,0,0,0,0.02,0,0,0.07,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.1,0,83.55,0,0,0,0,0,0,0,0.82,0,3.4,0,0,0,0,0,0,0,0,0.63,0.02,0,0,0,0,0,0
0,0,0,0,0,0,161.28,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.26,0,0,0.12,0,0,0.43,2.87,0,0,0,0,0.27,0,0,0.06,0,1.6,0,0
0.12,224.35,0,0,0,21.9,13.13,50.32,0.55,0,0,4.43,0,0,0,0,0,0,26.58,0,0,0,0.12,0.09,0,0,0,0,0,0.05,0,0,0,0,0,0,0.12,0.11,0,0,0,0
0,161.37,0,0,0,15.95,107.33,37.17,19.38,0,0,6.5,0,0,0,0,0.2,0,12.55,0,0,0,0.04,2.32,0.18,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
0,37.1,0,0,41.32,26.65,0,27.15,8.88,0,37.68,11.5,0.37,0,0,0,0,0.01,34.82,0,0,0,0,43.15,0,0,0,0,0.05,0,0,0,0,0,0,0,0.23,0,0,0,0,0
0,0,0.07,0,0,0,0,0,0,0,0,82.72,0,0,0,0,0,0.07,0,0,0,0,0,0,0,35.58,0,0.73,0,0.72,0,0,0,0,0,0,0,0,0,0.1,0,0
0,10.07,0,0,0,32.33,0,11.43,0,0,0,0,208.35,0,0,0,0,0,6.58,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.15,0,0
0,29.28,0,0,30.82,15.82,0,20.35,19.57,0,48.05,11.57,0,0,0,0,0,0,20.62,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0
0,0.38,0,0,147.78,45.55,0,7.8,0,0,0,9.45,0,0,0,0,0.4,0,0,0,0,0,0,126.73,0,0,0,0,0,2.2,0,0,0,0,0,0,0.2,0,0,0,0,0
2.77,2.22,0.35,0,124.68,80.97,31.47,51.43,0,0,0,0,0.13,0,0,0,0.52,0,0,0,0,0,0,106.63,0,0,0,0,0,7.1,0,0,0,0,0,0,0.92,0,0,0,0,0
0,0,0,84.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,22.42,0,0.2,0,0.43,0,0,0.33,0,0.04,0,0,0,0,0,0,0
0,0,0.35,0,0,2.03,70.33,14.18,75.12,0,0,0.68,8.47,0,0,0.1,0,1e-4,0,0,0,0,0,90.12,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0
0.15,81.72,0.08,0.25,74.82,10.5,0,14.6,41.67,0,4.13,3,1.47,0,0,0,0,0,11.38,0,0,0,0,14.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,31.15,0,0,0,0,0.5,0.73,0,0,77.63,0,0,0,0,0,58.57,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.25,0,0,3.45,227.95,60.1,19.119999999999997,32.73,0,0.75,0,114.53,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0.05,1.68,0,0,0,0,0,0,0.62,0,0,0,0,0
3.82,174.27,0,0.22,0,26.38,0,45.03,11.13,0,14.42,11.95,0,0,0,0.08,0,0,33.62,0,0,0,0,0.06,0.03,0,0,0,0,0.23,0,0,0.04,0,0,0,0.98,0,0.03,0,0,0
0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.9,42.58,0,0,154.3,5.25,0,0.27,0,0,28.13,0,0,0,0,0.25,0,0,0,0,0,34.53,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0
0.87,293.83,0,0,1.03,26.68,49.6,38.5,16.33,0.27,41,18.48,12.52,0,0,0,0,0.01,0,0,0,0,0,29.32,23.72,0,0,0,0,0,0,0,0,0,0,0,6.95,0,0,0,0,0
0.23,65.07,0.72,1.48,0,28.53,12.27,39.97,12.38,0,0,23.47,2.73,0,0,6.18,0,0,36.57,0,0,0,0.08,6.5,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0
0,26.55,0.28,0.9,136.92,0,0,0.1,0,0,0,0,2.63,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0
1.38,57.33,0,0,71.73,11.53,74.42,16.95,1.25,0,11.22,17.85,10.92,0,0,0,0.97,0,0,0.04,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.58,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75,55.13,0,0,35.92,59.98,2.87,43.82,3.17,0,13.05,13.35,0.43,0,0,0,0,0,92.48,0,0,0,0,50.12,0.67,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0
0,0,0,0.14,0,0,0,0.55,0,0,0,0.18,0,0.24,0,34.32,0,0,0,0,0.06,0,0,116.77,0,0.11,0.08,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0
2.23,88.85,0,0.5,0,3.95,43.28,19.78,6.1,0,24.55,33.55,0,0,0,0,0.03,0,2,0,0,0,0,64.38,0.47,0,0,0,0,0,0,0,0,0,0,0,0.17,0,17.58,0,0,0
0,61.08,0,0,47.78,0,91.41,1.5,0,0.48,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0
0,0,0,0,0,26.65,0,1.7,0,0,0,0.17,0,0,0,78.8,0,0,0,0,0,0,0,157.63,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0.57,0,0
1.35,41.8,0,1.72,5.85,1.93,21.58,15.7,32.73,0,11.52,2.6,10.52,0,0,0,0,0,16.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0
0,50.45,0.06,1.65,54.1,5.42,47.43,19.42,15.75,0,0,27.9,0.1,0,0,0,0,0,11.6,0,0,0,0.04,7.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,69.63,0,0,0,0,0.52,0,0,5.4,0.37,0,0,0.02,0,0,0,0,0,0,2.7,0,0.45,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0
0,8.27,0.23,0,0,0,129.4,2.48,0.12,0,0,0,60.53,0.1,0,0,0,0,5.22,0.11,0,0,0,0,0,1.2,0,0,0,0.72,0,0,0,0,0,0,0,6.02,0,0,0,0
0.04,30.32,0.12,0.19,89.7,0,60.2,0,2.17,0,0,0,0,1.2,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.05,0,0,0,0,0,0
1.58,97.05,0.34,1.65,74.78,32.78,13.65,30.57,43.72,0,1.03,0.39,0,0,0,1.25,0,0,0.63,0,0,0,0.09,3.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
0,0,9.53,21.2,0,0,0,2.63,0,1.72,0,59.85,2.4,0,0,0,0,0,0.33,0,0,0,0,0,0,28.13,0,2.57,0,0,0,0,2.62,0,0,0,0,0,3.28,0,0,0
0,0,1.88,8.15,0,0,51.739999999999995,19.18,0,3.08,0,50.28,0,0.23,0,0,0,0.07,0,0.58,0,0,0,0,0,0,0,0,0.15,23.9,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0,0.11,4.48,0,0,0,7.98,3.1,0.48,0,17.42,0,0.24,0,0,0,0.11,43.63,0.02,0,0,0.07,0,0,1.2,0,0,0,0,0,0,3.17,0.12,0,0.1,0.06,0,0,0.03,0,0
