Achillea millefolium,Andropogon gerardi,Bouteloua gracilis,Koeleria cristata,Liatris aspera,Lupinus perennis,Petalostemum villosum,Poa pratensis,Schizachyrium scoparium,Sporobolus cryptandrus,Amorpha canescens,Lespedeza capitata,Panicum virgatum,Polygonum tenue,Erigeron canadensis,Monarda fistulosa,Polygonum convolvulus,Silene antirrhina,Sorghastrum nutans,Chenopodium leptophyllum,Crepis tectorum,Elymus canadensis,Taraxicum officinalis,Solidago nemoralis,Asclepias tuberosa,Aristida basiramea,Hedeoma hispida,Leptoloma cognatum,Physalis virginiana,Agropyron repens,Lepidium densiflorum,Ambrosia artemisiifolia elatior,Bouteloua curtipendula,Agrostis scabra,Euphorbia glyptosperma,Rumex acetosella,Panicum oligosanthes,Eragrostis spectabilis,Linaria vulgaris,Mollugo verticillata,Cyperus filiculmis,Cyperus schweinitzii
0.6,0,0.09,0.09,157.08,42.52,0,0.58,0,0,0,0,0,0.06,0.04,0,0,0,0,0,0.62,0,0,0,0,0,0.02,0,0,1.73,0,0,0,0,0,0,0,0.18,0,0,0,0
0.4,0.11,0.18,3.32,0,31.3,19.3,29.43,30.08,0,0,1.48,0,0,0,19.38,0,0.12,51.35,0,0,0,0,11.58,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0
6.77,1.97,6.27,0,73.92,4.88,229.76999999999998,0.69,29.17,4.21,0.66,0,2.4,0,0.13,0,0,0.1,0.79,0,2.4,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.28,0,0.17,0,0,0,0
0,0,0.11,0,0,0.12,100.64999999999999,0.87,59.97,0,0,41.57,0,0,0.8,0,0,0.02,0.53,0,0.96,0,0,0.28,0,0,0,0,0.28,0,0.05,0,0,0,0,0,0,1.02,0,0,0,0
0.04,1.39,1.72,0,0,0.25,0,0,95.22,0,0,0,0,0,0,0,0,0.2,0,0,0.75,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0.01,0,0,0.42,0,0,0,0
2.21,49.22,0.57,0,0.52,87.13,50.56,37.73,40,0,79.18,5.57,0,0,0.57,0.37,0.02,0.27,3.72,0,0,0,0,1.62,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.68,0.71,0.27,0,0,3.03,0,5.17,1.72,2.48,258.67,0,0,0,0.54,0.18,0.01,0.26,0,0,0.55,0,0.07,0.19,0,4.72,0.92,0,1.35,19.62,0,6.53,0,0,0.26,4.5,0,0,11.9,0,0,0
0,0.44,3.52,23.4,0,0,0.83,18.05,0.72,0,0,286.08,0,0,0.98,0,0.04,0.01,44.45,0,0.06,0,0.38,0,0,0,0,18.55,0,37.55,0,0,0,0.22,0,0.23,2.25,0,0,0,0,0
0,0,5.58,72.63,0,0,0,2.42,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0.06,0,0,0.07,0,0.16,1.13,0,0,0,0,0,0.34,0,0,0,0,0,0,0
0.09,122.52,0.91,6.64,0,0,0,0.66,9.85,0,0,131.03,3.46,0,0,0,0,0.38,69.72,0,0,0,0,34.38,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0
0,8.53,2.23,8.14,0,0,171.72,10.1,38.55,5.73,0,0.25,0,0,3.15,0,0,0.26,35.6,0,0.17,0,0.12,54.48,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
0,0,0,0,138.02,0.03,0,0,0.07,0,0,0,0,0,0.07,0,0,0,0,0,0.75,0,0,0,0,0.08,0.13,0,0,0.23,0,0,0,0,0,0,0,0.02,0,0,0,0
0,4.28,0.52,8.11,8.23,0,36.17,2.17,55.67,0.28,80.92,42.98,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.45,30.33,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,13.38,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0
0,0,9.72,0,0,0,89.35,19.05,6.93,9.53,0,0,0,0,1.93,0.35,0,0.04,0,0,0,0,0.01,27.58,0,0,0.05,0,0,0,0.06,0,0,0.19,0,0,0.09,0,0,0,0,0
0,1.5,4.45,6.52,0.16,50.6,2.22,1.54,50.3,0,0.86,26.77,6.53,0,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
0,1.14,0,0,0,0.04,0,0,1.19,2.63,0,0,0,0,6.08,0,0,0,47.1,0,0.58,0,0.06,0,0,0.4,0.01,0,0,0,0.04,0,0,0,0.07,0,0,0.32,0,0,0,0
0.23,16.47,1.24,12.83,0.6,0,72.2,1.68,34.17,0,82.95,11.1,0,0,2.28,0,0,0.5,0,0,0,0,0.8,30.1,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.03,3.07,0,0,0,0.33,1.03,0,0,0,4.35,0,1.72,0,0,0,84.23,0,0,0,0,0.23,0,0,0,0,0,0,0.04,0,0,0.63,0,0.05,0,0,0,0,0,0
0,0,0,0,77.28,0,0,0.17,0,0,0,0,0,0,2.45,0,0,0,0,0,0.83,0,0,0,0,0.27,0.09,0,0,0,0.11,0,0,0.55,0,1.25,0.01,0,0,0,0,0
0.01,70.08,0.14,17.68,0,0.03,0,1.52,1.38,0,0,0,0,0,0.09,0,0,0.33,11.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.34,124.82,0,1.12,0.31,68.42,38.28,27.47,0.58,0,0,24.53,0.88,0,0,0,0,0,3.77,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.6,3.67,0,0,0,0,0,0.86,0,0,0,0,0,19.23,0,0,0.18,0,0,3.35,0,0.56,0,8.37,5.77,2.18,0.1,0,0.22,0.16,0,0,0.27,0.01,0,0,0,0,0,0,0
8.3,2.15,5.5,39.83,0,0,76.18,0,40.1,11.95,0,0,0.1,0,1.9,0.37,0,0.78,0,0,0.32,0,0,0,23.2,0.41,0,0,0,0.05,0.37,0,0,0.02,0,0,1.82,0,0,0,0,0
0,0.04,0,9.42,0,125.37,126.9,44.58,0,0.38,0,0,0,0,0.1,0,0,0.01,1.12,0,0,0,0.05,0,0,0,0,0,0,47.57,0.03,0,0,0,0.08,0,4,0,1.65,0,0,0
0.05,0,0,0,0.07,76.87,23.900000000000002,23.05,60.38,0,15.18,4.17,0,0,0.05,6.63,0,0.1,4.9,0,0,0,0,0.02,0,0,0,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0,0
0,54.24,0,0,0,161.99,0,46.43,4.32,0,0,0,0,0,0,0,0,0,52.9,0,0,0,0.06,0,0,0,0,0,0,11.14,0,0,0,0,0,0,4.58,0,0,0,0,0
0,0.75,2.87,1.12,92.68,0,0,1.7,0.82,1.17,0,0,41.22,0,0.24,0,0,0.1,29.7,0,0.41,0,0.31,0.31,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1.83,0,0,0,0
0,18.02,1.68,5.6,11.93,0,57.57,5.07,99.72,0.06,0,0,0,0,0.13,0,0,0,0.86,0,0,0,0.09,0,1.9,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
0.51,0,0.02,2.05,4.32,0,0,2.52,164.88,0,0,0.002,18.03,0,0.16,0.96,0,0,2.15,0,0.02,0,0,27.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,126.9,0,0,0,0,0,0,0,1.1,0,0,0.03,0,0,1.36,0,0,0,0,37.17,0.07,0,0,3.02,0.02,0,0,0.03,0.04,0,0,0,0,0,0,0
0,0,0.72,0,0,104.03,24.53,34.78,65.72,0,19.07,20.68,12.53,0,0,0,0,0,28.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,17.6,0,18.45,0,0.72,0.28,0,27.2,0,0,2.57,0,0,0,0,0.07,1.15,0,0,0,0,2.27,0.44,0,0,2.6,0.1,0,0,0.22,0,0.3,0,0,0,0,0,0
0,96.12,0,0,0,143.77,0,38.13,2.12,0,0,0,0,0,1.16,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.81,0.25,0,0,0,3.45,22.06,0,0,0.41,42.37,0,2.08,0,0,0,76.48,0,0,0,0.2,0,1.52,0.51,0,0,0,0,0.07,0,0,0.86,0,0,0.1,0.47,0,0,0,0
3.42,12.77,0,0,0,88.25,0,27.2,171.05,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22,12.23,6.98,1.96,0,0,194.23999999999998,19.43,6.72,0.94,0,46.82,0,0,0.03,0,0,0,86.35,0,0,0,0.23,0,0,0,0,0,0.04,0.78,0,0,0,0,0,0,7.53,0,0,0,0,0
10.65,290.37,0,0,0,77.03,8.85,66.12,24.63,0,53.37,4.32,0,0,0.02,1.42,0,0,24.23,0,0,0,0,69.15,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0
0,0,0,0,0,0,146.23,25.78,0,1.03,0,0.01,0,0,1.07,0,0,0.62,0,0,3,0,0.05,0,0,5.37,1.65,0,0,2.77,0.02,0,0,0,0,0,0,0,0,0,0,0
0,228.45,3.72,0,0,130.25,0,48.78,1.38,0.65,0,16.48,0,0,0,1.43,0,0,4.9,0.08,0.18,0,0,35.88,0.6,0,0,0,0,0,0,0,0,0,0,0,0.14,0,2.37,0,0,0
0,4.03,0,0,0,63.97,0,46.2,100.25,0.76,0,23.25,26.03,0,0,0,0,0,0.24,0,0,0,0.05,0,0,0,0,0,2.97,4.37,0,0,0,0,0,0,2.23,0,0,0,0,0
1.59,0,0,1.07,0,0,0,4.07,0.3,0,142.45,0,0,0,5.32,0,0,0.03,0,0,4.67,0,0,0,0,1.99,0.05,0,0,3.72,0.003,0,0,0.21,0.1,0,0,0.95,0.04,0,0,0
0,0,2.58,0.11,0,52.28,0,30.45,115.67,0,0,53.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0.12,0,0,0.28,0,0,0,0,0
0,0,2.9,0,1.77,0,114.97,8.02,0.15,0.54,0,2.58,0,0,0,5.13,0.2,0.11,0,0,1.3,0,0,23.6,0,0,0,0,0,1.22,0.57,0,0,0,0.03,0,0,0,2.37,0,0,0
0,8.07,0,31.07,0,0,68.55,0.77,42.7,0.85,0,17.73,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,119.97,0.52,2.17,0,131.98,2.33,22.43,92.62,0.08,54.1,16.62,2,0,0.25,0,0,0.08,11.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.32,3.42,2.1,3.7,0.23,0,0,4.35,0.41,0,0,0,0.3,0,0.31,0,0,0.07,90.43,0,0,0,0,0,0,0,0,0,0.41,0,0.06,0,0,0.12,0,0.11,0,0,0,0,0,0
0,0,5.53,2.13,0,0,153.8,1.76,86.63,3.74,0,0,0,0,0.34,0,0,0.18,0.47,0,0.44,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0
0,46.15,1.58,0,10.45,53.12,106.62,23.75,41.08,0,14.72,15.53,0,0,0,0,0.01,0,4.58,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0
0,1.87,1.05,1.47,0,0,55.7,0.18,91.2,0,0,0,0,0,0.41,0,0,0.1,0,0,0.04,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0
0,0,3.02,36.5,19.77,0,69.01,8.05,8.45,2.08,0,1.95,0.58,0,0,18.1,0,0,0,0,0.02,0,0,32.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.19,0,0,0.06,0,0.36,2.29,10.57,0,0,71.28,0,2.51,0,0,0,7.07,0,0.37,0,0,0,0,0,0,0,0,0,0.02,0,2.6,0,0,0.02,0,2.95,0,0,0,0
0,0,2.16,0,0,85.13,6.18,39.11,187.35,0,0,1.61,0.66,0,0,0,0,0,5.94,0,0,0,0,30.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11.55,0.09,42.45,0,111.83,40.28,1.5,1.18,0,0,0,0,1.37,0,0,0.09,0.12,0,0.33,0,0,0,0,0,0,0,0,0,0.04,0,0,0.05,0,0,0,0,0,0,0,0
0.32,0.06,0.1,0,0,165.2,0,57.08,2.7,0,0,0,1.94,0,0,0,0,0.52,0.88,0,0,3.52,0,0,0,0.01,0,0,0,51.47,0,0,0,0,0,1.67,1.13,2.98,0,0,0,0
0,109.2,0,0,0.71,103.87,61.9,17.2,14.87,0,63.23,0.85,14.88,0,0,0,0,0,36.05,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26,4.3,0.01,0.71,0,0,0,2.74,14.85,0,0,110.63,110.75,0,0,0,0,0.04,50.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,1.4,1.83,0,0,0,0
0.41,79.02,0,0,0,105.57,28.07,47.08,8.7,0,18.37,4.99,6.12,0,0,0.51,0,0,2.35,0,0,0,0,41,0.43,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0
0,34.35,2.5,0,52.04,58.19,32.9,19.69,52.69,0,14.17,0.49,2.28,0,0,0,0.02,0,6.68,0,0,0,0,19.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0
0,0,0.3,0,0,0,0,0,46.82,0,0,0,0.27,0,0.5,0,0,0,0,0,0.09,0,0,0.1,0.1,0,0.36,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0
2.73,45.9,0.16,0,0.92,70.38,47.22,37.12,95.03,0,15.67,15.53,4.6,0,0.04,0,0,0,2.57,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0
0.77,20.25,0,0,19.18,49.03,12.92,38.57,46.73,0,36.12,2,4.12,0,0.06,8,0,0,36.67,0,0.01,11.65,0,66.65,0,0,0,0,0,0,0,0,0,0.05,0,0,0.32,0,0,0,0,0
0,0,5.05,1.25,0,0,0,2.09,200.13,0,0,148.11,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0
0.38,0,0,0,0,123.64,0,0.53,0,0,0,0,0,0,0.56,0,0.17,0,0,0,0.45,0,0.57,0,0,0.02,0,0,3.91,81.34,0.01,0.91,0,0,1.65,0.25,0,0,0,0,0,0
0.02,6.92,0.33,0,0,1.43,63.050000000000004,1.67,61.83,4.42,0,0.15,0,0,0.28,0,0,0.02,5.25,0,0.08,0,0.07,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0
0,0.47,0,78.15,0,0.34,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0.06,0,0,25.28,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
0,0.53,0.22,3.67,0,0,124.88,3.72,9.92,13.65,0,0,0.42,0,0.33,0,0,0.02,28.08,0,1.02,0,0,0,0,0,0.05,0,0,0,0.05,0,0.48,0,0,0,0,0,0,0,0,0
0.3,423.67,0,0,16.95,57.05,11.73,55.6,14.6,0,0,19.55,3.18,0,0,3.48,0,0,42.3,0,0,0,0.03,80.07,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.67,0.62,0.9,0,2.36,0,0,0,0.67,0,0,0,0,0.1,0,0,0.01,45.98,0,0.27,0,0,0,0,1.85,0,0,0,0,0.06,0,0,0,0.01,0,0,0,0,0,0,0
1.33,0,0.8,1,4.78,43.77,24.95,20.13,64,0,0.62,29.42,0,0,0,14.18,0,0.07,12.95,0,0,0,0,0.11,5.22,0.18,0,0,0.11,0,0,0,0,0,0,0,0.03,0,0,0,0,0
0,0,0.07,0,0,0,0,0,32.84,0,0,0,0.08,0,0,0,0,0.16,0,0,0.11,0,0,0,0,0,0,0,0,0,0.03,0,0,0.06,0,0,0,0,0,0,0,0
0,0,3.22,0.04,0,0,0,1.28,0,11.18,0,0,0,0,10.42,0.18,0,0,66.37,0,0,0,0,0,0,2.39,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0
8.15,6.7,0.27,0,0,0,0,0.38,45.43,1.38,0,0,20.78,0,3.43,0,0,0.02,0.13,0,0.62,0,0,0,0,0.2,0,0,0,0,0.12,0,0,2.88,0,0,0,0,0,0,0,0
0,0.18,6.18,0.1,0.07,0,0,6.03,60.73,0.87,0,75.57,0,0,0,0,0,0,0.63,0,0.22,0,0,0,0,1.37,0.03,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0
5.67,0,0.4,0,0,0.39,0,0.03,51.03,0.05,0,0,0,0,0.26,1.14,0,0.04,0.39,0,0.05,0,0.05,15.01,0,0,0.08,0,0,0,0.16,0,0,0.24,0,0,0,0,0,0,0,0
3.18,0,0,0,0,0.04,74.92,3.8,0,4.95,0,28.67,0,0.1,0.6,0,0.09,0.07,0,0,18.1,0,0,0,0,1.25,2.07,0,0,0.4,0,0,0,0.33,0,0.29,0,0,0,0,0,0
0,0.88,0,0.02,0,0,45.7,0.27,0,0.07,0,0,0,0,0.28,0,0,0.28,0,0,1.63,0,0,0,0,14.08,0.53,0,0,2.38,0.02,0,0,0,0.67,0,0,0,0,0,0,0
0,86.93,7.2,4.62,0,117.22,17.330000000000002,38.76,20.12,0,0,14.33,0,0,0,0,0,0,12.42,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0
0,78.73,1.2,0,0.13,78.14,10.39,29.63,39.36,0,0,6.13,0,0,0,0,0,0,3.64,0,0,0,0,0,0.22,0,0,0,0,0.21,0,0,1.64,0,0,0,0,0,0,0,0,0
0,64.09,3.06,7.36,0.44,131.95,0,22,59.12,0.11,39.12,19.34,6.5,0,0,0,0,0,44.51,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.07,0,0,0.12,0,0,0,0,0
0.72,0,14.47,0,0,0,0,0.17,0,0,0,115.15,0,0,0.78,0,0.03,0.23,0,0,4.42,0,1.02,0,0,0,1.02,0,0,0.8,0,0,0,0,0.18,2.27,0.5,0.1,0,0,0,0
0,0,1.17,0,0,0.2,0,0,0,0,0,168.85,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0
0,53.9,0,0,0,97.48,0,62.11,5.17,0,0,0,197.22,0,0,0.84,0,0,4.01,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,4.81,0,0,0,0,0
0,11.49,4.52,2.12,17.84,63.66,0,25.88,67.44,1.45,0,12.16,5.93,0,0.09,0.26,0,0,2.4,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.35,0,0,68.17,234.47,7.2299999999999995,94.09,0.66,0,0,0.03,0,0,0,0.35,0,0.02,0,0,0,0,0,92.06,0,0,0,0,0,6.34,0,0,0,0,0,0,1.11,0,0,0,0,0
0,0,0,59.55,0,0,0,9.85,0.93,1.8,0,0.2,0.17,0,0.22,0,0,0,1.05,0,0.12,0,0,0,0,33.72,0,0,0,4.58,0,0,0,0,0.32,0.42,1.03,0,0,0,0,0
0,11.88,3.52,0,0,44.29,72.24,34.98,71.17,0,0,0,0,0,0,3.14,0,0,0.61,0,0,0,0,17.79,2.07,0,0,0,0,0.47,0,0,0,0,0,0,0.6,0,0,0,0,0
1.5,45.1,0,4.97,21.55,89.88,0,18.7,72.3,0,31.77,8.18,0,0,0.06,0,0,0,17.18,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16.6,0,0,0,0,12.12,0,0,0,51.57,0,0,0,0,0.08,35.07,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0
0.04,0,0.58,1.52,0.69,125.8,0.09,68.8,0.92,0,0,33.85,0,0,0.16,0,0.05,0,0.53,0,0,0,0,0,0,0.02,0,0,0,11.33,0,0,0,0,0,0,1.77,0,0,0,0,0
0.31,49.52,0,0,0,92.24,0,40.98,106.24,0,0,28.22,0,0,0,12.4,0,0,4.37,0,0,0,0,0,0.54,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.1,0,0.01,57.22,0,0,0.49,0,0,0.17,0,0,0.12,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0
0,0,3.63,38.25,0,0,104.3,10.78,7.17,0,0,0,40.22,0,0,0,0,0.02,10.7,0,0.02,0,0,15.98,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.02,0,0,0,0
0.55,79.75,0,0.1,0.18,62.33,5.45,37.72,24.05,0,14.37,14.63,0,0,0,2.45,0,0,0,0,0,0,0,0,0.42,0,0,0,0,1.52,0,0,0,0.01,0,0,0,0,0,0,0,0
2.03,91.27,0.17,0,0,82.43,13.4,0.53,56.13,0,0,29.05,7.95,0,0,0,0,0,5.05,0,0.15,0,0.1,0,0,0,0,0,0,3.67,0,0,0,0,0,0,2.13,0,0,0,0,0
1.12,69.77,0.33,1.68,11.67,29.85,12.68,26.15,14.25,0,19.78,6.85,0.67,0,0,0.07,0,0,0,0,0,0,0,0.13,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.07,0,0,0,0,0.18,2.15,0,0,0,0,0.32,0,0,0,133.78,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0
0,78.63,0.43,0.08,12.25,145.53,0.45,43.93,14.22,0,52.3,21.17,0.13,0,0.08,1.02,0,0,77.73,0,0,0,0,7.33,1.65,0,0,0,0,1.93,0,0,0,0,0,0,0.28,0,0,0,0,0
0,143.38,0,0,38.4,28.52,36.47,12.93,24.1,0,18.58,8.92,1.17,0,0,1.3,0,0,0.43,0,0,0,0,0.28,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0
0,0,0,0,0,100.48,0,7.45,0,0,0,0,0,0,0.32,25.85,1.1,0,0,0,1.07,0,0,88.02,0,0,0,0,0,0.53,0.02,0,0,0,0,0,0,0,0,0,0,0
1.28,5.97,0,3.12,0,73.27,33.95,16.03,87.05,0,8.05,6.97,0.85,0,0,0,0,0,4.05,0,0,0,0,0.05,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15.5,0.16,0,11.68,45.65,47,16.33,65.48,0,0,52.13,0,0,0,0,0,0,7.58,0,0.16,0,0,31.32,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,34.17,0,0,0.083,0,1.68,0,2.98,1.42,0.53,0.17,2.09,0,0.02,0,0,0.27,0,0,28.8,0,0,0.02,0,0,0,0.03,0,0,0.1,0,0.38,0,0,0,0,0,0
0,54.06,0.13,0.31,26.86,0,84.97000000000001,0.07,1.59,2.22,0,0.76,0,0,0.07,0,0,0,0,0,0.17,0,0,1.5,0,0.09,0.29,0.04,0,0.12,0.02,0,0,0,0,0,0,0.88,0,0,0,0
0.53,53.12,0.72,1.52,30.47,114.18,1.67,9.53,59.3,4.38,103.82,1.3,0,0,0.23,9.58,0,0,0.63,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.43,0,0,0,0
0,0,16.08,24.66,0,18.06,0,7.53,0.34,5.19,0,94.11,1.53,0,0,0,0,0,0,0,0,0,0.25,0,0,0.44,0,0,0.47,0,0,0,1.03,0,0,0,0,0,4.27,0,0,0
0.05,8.62,20.99,45.16,0,0,214.05,18.29,0.84,5.89,0,79.05,0,0,1.08,0,0,0.14,0,0,0.38,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0
0,2.55,9.18,0,0,0.12,0,2.75,18.73,22.2,0,62.72,0,0,3.93,0,0,0.04,18.72,0,5.72,0,0,0.42,0,3.65,0.27,0.53,0,0,0,0,0,6.73,0,0,0,1.05,0,0,0,0
