Achillea millefolium,Andropogon gerardi,Bouteloua gracilis,Koeleria cristata,Liatris aspera,Lupinus perennis,Petalostemum villosum,Poa pratensis,Schizachyrium scoparium,Sporobolus cryptandrus,Amorpha canescens,Lespedeza capitata,Panicum virgatum,Polygonum tenue,Erigeron canadensis,Monarda fistulosa,Polygonum convolvulus,Silene antirrhina,Sorghastrum nutans,Chenopodium leptophyllum,Crepis tectorum,Elymus canadensis,Taraxicum officinalis,Solidago nemoralis,Asclepias tuberosa,Aristida basiramea,Hedeoma hispida,Leptoloma cognatum,Physalis virginiana,Agropyron repens,Lepidium densiflorum,Ambrosia artemisiifolia elatior,Bouteloua curtipendula,Agrostis scabra,Euphorbia glyptosperma,Rumex acetosella,Panicum oligosanthes,Eragrostis spectabilis,Linaria vulgaris,Mollugo verticillata,Cyperus filiculmis,Cyperus schweinitzii
0,0,0,0,108.767,0,0,0,0.032,0.033,0,0,0,0.15,0.533,0,0,0,0,0,0.05,0,0,0.433,0,0,0.367,0,0,0.95,0.017,0,0,0.167,0,0,0,0,0,0,0,0
7.25,0,0.283,9.583,0,65.833,38.75,21.583,42.433,0,0,0.217,0,0,0,75.817,0,0,84.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.85,0,10.817,0,44.617,0.75,33.483,1.517,0,0,2.9,0,0.25,0,0,0,2.25,0,0.068,0,0,0,3.733,0,0,0,0,0,0,0,0,1.317,0,0.183,0,0,0,0,0,0
0,0,0,0,0,0,40.800000000000004,0,60.1,0,0,28.867,0,0,0,0,0,0,0,0,0.217,0,0,62.35,0,0,0,0,0,0,0.017,0,0,1.267,0,0,0,0,0,0,0,0
0,0,0.35,0,0,0,0,0,28.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.283,75.967,0,0,3.817,10.317,26.417,1.183,38.567,0,0,6.033,0,0,0,6.75,0,0,8.017,0,0,0,0,3.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.783,3.783,3.417,14.983,75.233,0,0,0.7,9.033,0,0,0,0,0,0,0,0,0,12.45,0,0.1,17.167,0.417,0.083,0,0,0,1.433,0,7.317,0,0,0.95,0,0,0,0,0,0,0,0,0
0,0,0,11.367,0,0,0,3.983,0.533,0,0,130.25,2.633,0,0,0,0,0,3.033,0,0,0.65,0,0,0,0,0,8.65,0,39.483,0,0,0,0,0,0.583,1.55,0,0,0,0,0
0,0,1.357,57.637,0,0,0,2.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57.1,0.483,2.067,0,0,0,1.687,3.833,0,0,63.65,0.75,0,0,0,0,0,17.533,0,0,0,0,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.817,0,0,0,0,163.88299999999998,2.467,2.317,0.083,0,1.183,0,0,0,1.833,0,0,54.733,0,0,0,0,33.883,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0
0,0,0,0,59.35,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.267,0,0,0.333,5.85,0,0.053,0,0,0.45,0.2,0,0,0,0,0,0,0,0,0,0,0
0.483,17.667,0,11.483,2.15,6.15,30.7,1.783,25.75,0,2.45,58.167,11.4,0,0,0,0,0,3.917,0,0,0,0,1.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.45,0,0,0,78.583,10.133,1.217,2.4,0,1,0,0,0,0.433,0,0.003,0,0,0,0,0,36.433,0,0,0,0,0,1.65,0,0,0,0.433,0,0,0,0,0,0,0,0
0.15,0,0.633,7.9,0.383,45.867,0,0.8,57.25,0,30.283,17.7,5.717,0,0,0,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.117,0.25,2.7,0,0,0,0,0.767,0,0,0,57.017,0,0,0,0,0.05,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0
0,0.267,0,0,0,0,0,0.088,2.367,0,0,0,0,0,0,0,0,0,71.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.1,0,0,0,0,0,0
0,67.9,0,8.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.817,160.483,0,0.4,0,52.783,11.583,12.15,1.333,0,0,24.067,0,0,0,8.183,0,0,5.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.867,0,3.117,26,0,0,57.3,0.75,1.517,2.717,0,0,0,0,0,4.1,0,0,3.2,0,0.083,0,0,18.067,0,0,0,0,0,0.833,0,0,3.533,0.183,0,0,0.95,0,0,0,0,0
0,0,0,0,0,149.783,0,26.4,0.917,0,0,0,0,0,0,0,0,0,0.283,0,0.033,0,0,0,0,0,0,0,0,29.55,0,0,0,0,0,0,0,0,2.333,0,0,0
0,0,0.115,0,3.477,24.027,5.61,4.907,52.548,0,62.527,2.623,0,0,0,21.04,0,0,22.018,0,0,0,0,36.682,0.782,0,0,0,0,0,0,0,0,0,0,0,0.338,0,0,0,0,0
0,10.2,0,0,0,139.933,0,51.967,0,0,0,0,0,0,0,0,0,0,26.767,0,0,0,0,0,0,0,0,0,0,6.65,0,0,0,0,0,0,0,0,0,0,0,0
0,4.883,0,0,45.683,0,0,1.683,0.167,0.283,0,0,82.05,0,0,0,0,0,36.55,0,0,0.027,0.083,0.05,0,0,0,0,0.05,0,0,0,0,1.533,0,0,0,0,0,0,0,0
0,49.183,0,3.433,5.967,0,25.700000000000003,0,56.4,0.467,0,0.25,0,0,0,0,0,0,4.117,0,0,0,0,0,1.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.133,0,0,0.117,1.55,0,0,0.417,138.867,0,0,0,9.233,0,0,33.533,0,0,6.517,0,0,0,0.483,12.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.783,0.9,0,0,0,135.7,0.6,21.15,73.783,0.272,3.55,22.783,1.283,0,0,0,0,0,62.833,0,0,0,0,0,0.917,0,0,0,0,0,0,0,0,3.367,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,63.75,1.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,234.35,0,0,0,77.35,0,24.983,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.233,0.033,0,0,0,0.367,3.767,0,0,0,143.4,0,0.067,0,0,0,18.25,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,2.1,0,0,0,0,0,0,0,0
0,12,0,0,0,62.033,0,29.45,98.6,0,0,0,0,0,0,0,0,0,0.983,0,0,0,0,0,0,0,0,0,0,0.817,0,0,0,0,0,0,0.617,0.567,0,0,0,0
0,0,0,0,0,0,69.4,6.017,8.383,0.35,0,39.983,0,0,0,0,0,0,55.3,0,0,0,0,0,0,0,0,0,0.733,0,0,0,0.667,0,0,0,0.333,0,0,0,0,0
7.683,97.35,0,0,0,63.667,22.95,22.95,17.083,0,17.367,10.867,0,0,0,55.283,0,0,24.867,0,0,0,0,41.433,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.04,83.338,10.25,0,0,0,0,0,0,0,0,0,0,0,0,1.408,0,0,0,0,0,0.788,0,0,2.365,0.198,0,0,0,0,0,0,0,0,0,0,0
0,98.083,0,0,0,71.417,0,16.85,0,0,0,6.367,0,0,0,46.167,0,0,4.1,0,0.333,0,0,2.467,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.633,0,0,0
1.933,0,0,0,0,74.467,0,32.433,51.55,0,0,16.667,21.8,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,12.05,0,0,0,0,0,0,5.383,0,0,0,0,0
0,0,0,0,0,0,0,0.933,0,0,35.3,0,0,0,1.7,0,0,0.2,0,0,0.75,0,0,0,0,0,0.075,0,0.023,0.683,0.15,0,0,0,0,0,0,0,0,0,0,0
6.533,0,0,0.233,9.283,61.85,0,21.117,54.983,0,0,19.417,3.9,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.633,0,0,0,0,0
0,34.933,0,0.767,0,0,91.883,0,32.517,1.25,0,1.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.65,29.45,0,0,0,62.033,0,5.05,45.367,0,0,31.4,2.6,0,0,0,0,0,19.167,0,0,0,0,0.6,0,0,0,0,0,0.167,0,0,0,0.983,0,0,0,0,0,0,0,0
0,0,0.05,34.167,56.033,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.012,0,0.1,0,0,0,2.033,0,0.15,0,0,0,0,0,0
0,0,0,0,0,0,33.727,0.667,38.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.353,0,0,0,0,0,0,0,0
0.383,59.433,0,0,0,90.833,15.233,12.467,7.55,0,0,3.383,0.75,0,0,7.3,0,0,2.1,0,0,0,0,66.4,0,0,0,0,0,1.05,0,0,0,0,0,1.05,0,0,0,0,0,0
0.083,1.217,0.25,0.517,0,0,17.883,1,34.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.133,0,0,0,0,0,0,0,0
0,0,0.45,33.233,13,0,58.632999999999996,2.167,2.483,2.467,0,3.75,0,0,0,16.167,0,0,0,0,0,0,0,64.05,0,0,0,0,0.5,0,0.017,0,0,0,0,0,0,0,0,0,0,0
0,0,0.305,0,0,0,0,0,0.243,10.968,0,0,60.582,0,0.453,0,0,0,21.155,0,0.133,0,0,0,0,0,0,0,0,0.337,0,0,0,0.59,0,0.322,0,0,0,0,0,0
0.1,3.283,0,0,0,53.75,19.2,24.133,85.95,0,0,0,0,0,0,6.783,0,0,6.983,0,0,0,0,37.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.45,0.15,59.567,0,38.317,6.133,0.983,2.817,0,0,0,0,0,0,0,0,6.683,0,0,0,0,0,0,0,0,0,0,0,0,0,1.067,3.583,0,0,1.767,0,0,0,0,0
0.25,0,0,0,0,99.75,0,22.283,0.367,0,0,0,0.15,0,0,0,0,0,1,0,0,3.883,0,0,0,0,0,1.45,0,34.133,0,0,0,0,0,0.317,0,0,0,0,0,0
3.493,52.43,0,0,0.303,76.897,0,15.3,34.842,0,7.718,9.932,1.443,0,0,0,0,0,52.31,0,0,0,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.05,0,0,0,0,0.95,4.933,0,0,79.883,165.917,0,0,0,0,0,9.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,0,0,0.65,0,0,0,0,0
6.472,103.577,0,0.437,0,70.988,5.503,9.907,71.753,0.37,22.383,13.448,0,0,0,0,0,0,18.96,0,0,0,0,3.398,0.16,0,0,0,0.622,0,0,0,0,0,0,0,2.015,0,0,0,0,0
0,69.833,0,0.467,21.8,104.217,15.967,4.467,38.15,0,0,0,6.917,0,0,0.083,0,0,29.367,0,0,0,0,8.683,0,0,0,0,0,0,0,0,0,0.033,0,0,0.333,0,0,0,0,0
0,0,0.367,0.05,0,0,0,0.333,51.75,0,0,0.183,0.6,0,0.267,0,0,0,0.783,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0
1.792,78.94,0,0.97,0,125.847,10.682,21.21,28.167,0,9.038,10.848,4.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0,0,2.25,0,0,0,0,0
1.15,11.467,0,0,7.65,81.467,0.75,27.017,66.133,0,17.017,2.183,8.167,0,0,26.367,0,0,64.433,0,0,0,0,14.983,0,0,0,0,0,0,0,0,0,0,0,0,5.25,0,0,0,0,0
0,0.667,0.283,0.04,0,0,0,0.217,119.133,0.483,0,91.95,0,0,0,0,0,0,1.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,172.433,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,28.283,0.008,0,0,0,0,3.617,0,0,0,0,0,0
0,9.533,0,0,0,0,77.94999999999999,0.383,50.717,0.35,0,0,0,0,0,0,0,0,9.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0.07,0,0,0,0,0,0
0.017,0.45,0,0,160,0,0,0,0.633,0,0,0,0,0,1.6,0,0,0,0,0,0.167,0,0,0.2,0,0,0.067,0.033,0,0.9,0.167,0,0,0,0,0,0,0,0,0,0,0
0,0,0,74.998,0,0,0,0.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.993,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,50.883,1.967,0.367,2.25,0,0,4.917,0,0,0,0,0,38.833,0,0.483,0,0,0,0,0,0.05,0,0,2.783,0,0,0,0.783,0,0,0,0,0,0,0,0
35.15,238.95,0,0,0.683,131.5,4.75,46.317,5.65,0,0,7.7,2.017,0,0,0,0,0,29.4,0,0,0,0,12.267,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.733,0,0,0,0
6.033,0,0,4.183,9.267,83.617,12.267,22.033,57.233,0,23.867,15.65,0.4,0,0,21.35,0,0,13.317,0,0,0,0,29.067,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
0,0,0.153,0,0,0,0,0.047,40.16,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.117,0,0,1.4,0,0,0,0.267,34.233,0,0,0,37.033,0,0.1,0,0,0.053,0,0,0.1,0,0,0,0.5,0,0.008,0,0,0,0.383,0,0,0.367,0,0,0,0,0,0,0,0
0,0,1.633,0,0,0,0,1.283,50.167,0,0,76.367,0,0,0,0,0,0,2.117,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0,0,0,0,0,52.85,0.233,0,1.4,0,0,0,0,1.133,0,0,0.05,0,0,0.383,0,0,0,0,0,0.933,0,0,9.033,1.2,0,0,0,0,0,0,0,0,0,0,0
0,153.783,0,0,0,142.433,1.067,36.183,2.35,0,0,4.017,0,0,0,0,0,0,29.483,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.767,0,0,0,0,0
0.017,110.273,0,0,0,81.007,10.16,32.623,23.747,0,0,11.652,0,0,0,0,0,0,8.743,0,0,0,0,0,3.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6,30.567,0,1.033,1.3,79.583,0,18.033,32.867,1.283,18.867,15.083,10.117,0,0,0,0,0,63.217,0,0,0,0,22.733,0,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0
0.183,2.767,0,0,0,114.283,0,47.317,3.817,0,0,0,119.75,0,0,0,0,0,0.883,0,0,0,0,0,0,0,0,0.383,0,0.25,0,0,0,0,0,0,1.617,0,0,0,0,0
2.533,70.85,0,0.283,18.317,59.3,0,13.767,37.933,0,5.55,27.05,0,0,0,0,0,0,3.667,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.067,0,0,2.05,11.717,117.05,10.266,50.733,1.067,0,0,15.75,0,0,0,2.633,0,0,0,0,0,0,0,47.867,0,0,0,0,0,7.917,0,0,0.967,0,0,0,0.85,0,0,0,0,0
0,3.6,0,0,0,48.5,21.967,7.067,69.783,0.35,0,0.2,3.4,0,0,42.917,0,0,0,0,0,0,0,15.767,0,0,0,0,0,5.367,0,0,0,0,0,0,1.9,0,0,0,0,0
3.883,43.45,0,0.533,0,66.367,0,9.1,38.15,0,16.833,1.833,0,0,0,12.033,0,0,23.833,0,0,0,0,9.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,19.4,0,0,0,0,7.933,0,0,0,104.567,0,0,0,0,0,10.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.15,0,0.25,9.167,27.517,79.917,0.817,17.983,0.35,0,0,35.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.167,0,0,0,0,0,0,5.15,0,0,0,0,0
3.395,29.177,0,0,0,24.69,0,14.188,13.175,0,0,11.502,3.468,0,0,0,0,0,21.193,0,0,0,0,0.887,0,0,0,0,0,0.417,0,0,0,0,0,0,0.298,0,0,0,0,0
0,0,0,0.35,0,0,0,0.017,41.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0
0,1.7,0,26.933,0,0,45.5,3.4,0,0,0,0,14.267,0,0,7.367,0,0,0,0,0,0,0,46.883,0,0,0,0,0,0,0,0,0.35,0,0,0,0.417,0,0,0,0,0
0.4,101.417,0,0.6,0.267,89.8,2.2,21.583,21.1,0,6.717,11.133,0.983,0,0,2.2,0,0,1.567,0,0,0,0,0,8.533,0,0,0,0,0,0,0,0,0,0,0,1.683,0,0,0,0,0
6.717,79.483,0,0.022,0,87.183,5.683,7.5,18.167,0,0,10.867,0.133,0,0,0,0,0,7.017,0,1.283,0,0,12.167,0,0,0,0,0,0,0,0,0,0.088,0,0,4.767,0,0,0,0,0
0,17.433,0,0,0,0,0,0,0.283,0,0,0,0,0,0,0,0,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0.1,0,0,0,0,0,0,0,0
0,45.145,0,0,44.17,0,0,0.558,0,0.062,0,0,0,0,0.04,0,0,0,0.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.667,54.75,0,0.25,4.283,105.783,3.4,31.867,9.833,0,17.783,8.55,0.4,0,0,2.667,0,0,0,0,0,0,0,0,13.483,0,0,0,0,0.817,0,0,0,0,0,0,0.85,0,0,0,0,0
0,0,0.583,0,0,0,0,0,0,0,0,0,3.467,0,0.217,0,0,0.005,49.067,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0.083,0,0,0,0,0,0,0,0
7.317,18.767,0,1.55,2,58.183,0,19.017,11.55,0,9.383,19,0.417,0,0,0,0,0,53.967,0,0,0,0,20.783,0,0,0,0,0,0,0,0,0,0,0,0,0.983,0,0,0,0,0
2.65,158.117,0,0.45,8.167,38.25,7.1,10.933,46.3,0,0.533,12.983,3,0,0,7.467,0,0,0.667,0,0,0,0,12.95,0,0,0,0,0,0.583,0,0,0,0.013,0,0,0,0,2.983,0,0,0
0,35.633,0,0,12.333,0,97.133,0.25,7.683,1.367,0,0.117,0,0.043,0,0,0,0,1.067,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0.367,0,0,0,0,0,0,0,0
0,0,0,0,0,119.017,0,0,0,0,0,0,0,0,0,179.983,0,0.333,0,0,0,0,0,14.75,0,0,0,0,0,0.583,0,0,0,0,0,0,0,0,0,0,0,0
2.75,15.05,0,0.05,0.583,49.533,3.517,6.767,48.167,0,0.25,1.933,2.467,0,0,0,0,0,27.883,0,0,0,0,14.817,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0
0,15.565,0.233,0,4.14,19.612,15.267,6.493,34.532,0,0.09,32.548,2.877,0,0,5.665,0,0,7.688,0,0,0,0,8.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21.572,0,0.133,0,0,125.33,1.62,0.868,5.062,0,1.018,38.04,0,0,0,0,0,0.187,0,0,0,0,0,0,0,0,0,0,1.493,0.03,0,0,0.438,0,0,0,0.222,0,0,0,0
5.567,16.167,0,0,7.033,49.3,4.85,5.267,67.583,0.15,12.617,1.633,1.217,0,0,18.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.067,0,0,2.133,0,0,0,0,0
0,0,3.617,33.5,0,0,0,1.7,0,3.4,0,59.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.95,0,1.8,15.7,0,0,47,6.95,0.733,6.9,0,32.3,0.683,0,0,0,0,0,0,0,0,4.033,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0
0.917,8.967,0.317,0.283,0,60.617,0,25.583,89.467,0.15,0,0.7,0,0,0,0,0,0,2.767,0,0,0,0,0,0,0,0,0,0,2.067,0,0,0,0.267,0,0,0,0,0,0,0,0
0.567,0,0.15,7.967,0,0.1,68.4,3.1,60.183,0.017,0,58.65,0,0,0,4.4,0,0,0,0,0,0,0,6.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0
0.067,46.1,0.917,0.9,0,0,0,0.767,2.633,0,0,0,0,0,0.05,4.7,0,0,18.317,0,0.1,0,0,0.683,0,0,0,0,0,0,0.067,0,0,1.017,0,0,0,0,0,0,0,0
0,65.517,0,0,0,0,0,0,1.55,0,0,0,3.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20.233,0,0,0,66.217,3.917,32.6,2.45,0,0,0,0,0,0,165.067,0.617,0,32.2,0,0,0,0,1.783,0,0,0,0,0,0.817,0,0,0,0,0,0,0,0,0,0,0,0
11.417,0,0.05,0,0.55,77.05,0,1.233,35.367,0,0,0.833,8.133,0,0,52.383,0,0,38.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.067,51.317,0,0,0,5.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0
1.3,190.7,0,0,0,76.233,0,11.117,40.033,0.317,0,0,0,0,0,0,0,0,3.767,0,0,0,0,0,0.783,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0
0.767,3.567,0,20.417,0,0,55.099999999999994,0,12.317,0.45,0,0,0,0,0,0,0,0,22.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.167,0,0,51.633,0,0.933,0,0,0.067,0,0,0.117,0,0,0,0,0,0,0,0,0,0.133,0,0,0.967,0,0,0,0,0,0,0,0
3.133,59.133,0,0,6.517,79.133,10.65,31.083,30.45,0,9.217,1.417,0.233,0,0,12.6,0,0,21.183,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.167,0,0,0.083,0,0,0,0,0
0,0,0,0,0,44.8,0,0,0,0,0,0,0,0,0.817,0,0,0.047,0,0,0.017,0,0,0,0,0,0,0,0,18.033,0,0,0,0,0,1.65,0,0,0,0,0,0
0,0.453,0,0,0,0,0,0,0.187,0,0,0,0,0,0.668,0,0,0,60.332,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0.612,0,0,0,0,0,0,0,0
2.367,94.183,0,1.717,6.233,65.433,7.967,20.433,30.25,0,20.267,0,0,0,0.083,0,0,0,45.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.733,0,0,0,0,0,0,2.083,0.133,0,0,0,0,0.15,0,0,0,78.833,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0.55,0,0,0,0,0,0
0,3.75,0,0,0,39.55,46.183,23.3,5.867,0,0,0,0,0,0.017,0,0,0,1.8,0,0.133,0,0,0,0,0,0,0,0,37.033,0,0.167,0,0,0,0.017,4.067,0,0,0,0,0
3.267,178.733,0,0,0,68.7,1.25,7.55,0.9,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.05,110.867,0,0,0,25.383,0.083,6.5,28.317,0,2.367,65.05,0,0,0,31.867,0,0,32.267,0,0,0,0,0.633,0,0,0,0,0,0,0,0,0,0,0,2.767,0,0,0,0,0,0
